SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2005,9,DET,Richard Hamilton,26.0,76.0,2926.0,0.44,0.46,0.3,0.46,0.86,0.53,0.37,0.1,98.0,97.0,86.0,94.0,113.0,100.0,114.0,52.0,-63.0,-4.1
2005,9,DET,Chauncey Billups,28.0,80.0,2866.0,0.44,0.45,0.43,0.53,0.9,0.61,0.42,0.42,99.0,97.0,120.0,110.0,119.0,115.0,129.0,216.0,92.2,171.3
2005,9,DET,Tayshaun Prince,24.0,82.0,3039.0,0.49,0.51,0.34,0.51,0.81,0.56,0.28,0.14,109.0,109.0,96.0,106.0,107.0,105.0,88.0,73.0,56.0,58.7
2005,9,DET,Rasheed Wallace,30.0,79.0,2687.0,0.44,0.48,0.32,0.48,0.7,0.5,0.18,0.22,98.0,101.0,89.0,98.0,92.0,94.0,57.0,113.0,-15.5,-70.3
2005,9,DET,Antonio McDyess,30.0,77.0,1797.0,0.51,0.51,0.0,0.51,0.66,0.54,0.32,0.0,115.0,109.0,,106.0,87.0,102.0,99.0,1.0,37.1,17.4
2005,9,DET,Ben Wallace,30.0,74.0,2671.0,0.45,0.46,0.11,0.45,0.43,0.46,0.47,0.01,101.0,97.0,31.0,94.0,57.0,87.0,144.0,7.0,-37.0,-109.9
2005,9,DET,Lindsey Hunter,34.0,76.0,1144.0,0.36,0.39,0.27,0.4,0.79,0.44,0.19,0.28,80.0,83.0,77.0,82.0,105.0,82.0,59.0,142.0,-52.3,-61.8
2005,9,DET,Carlos Arroyo,25.0,40.0,706.0,0.38,0.4,0.08,0.38,0.77,0.46,0.44,0.06,84.0,84.0,23.0,78.0,102.0,86.0,135.0,31.0,-41.0,-33.7
2005,9,DET,Ronald Dupree,24.0,47.0,472.0,0.48,0.48,0.5,0.48,0.62,0.52,0.37,0.02,107.0,102.0,141.0,100.0,82.0,97.0,114.0,8.0,0.5,-4.4
2005,9,DET,Elden Campbell,36.0,30.0,340.0,0.34,0.34,0.0,0.34,0.78,0.43,0.44,0.02,75.0,73.0,,70.0,104.0,81.0,136.0,9.0,-33.9,-28.6
2005,9,DET,Carlos Delfino,22.0,30.0,459.0,0.36,0.4,0.26,0.4,0.57,0.43,0.34,0.3,80.0,86.0,72.0,82.0,76.0,81.0,105.0,153.0,-19.9,-26.5
2005,9,DET,Darko MiliAiA,19.0,37.0,254.0,0.33,0.33,,0.33,0.71,0.39,0.32,0.0,74.0,70.0,,68.0,94.0,73.0,97.0,,-23.3,-24.7
2005,9,DET,Darvin Ham,31.0,47.0,275.0,0.46,0.46,,0.46,0.39,0.45,0.84,0.0,103.0,98.0,,95.0,51.0,86.0,258.0,,-1.7,-7.6
2005,9,DET,Horace Jenkins,30.0,15.0,104.0,0.33,0.42,0.0,0.33,0.92,0.41,0.29,0.2,74.0,89.0,,69.0,122.0,78.0,89.0,102.0,-13.4,-11.7
2005,9,DET,Smush Parker,23.0,11.0,110.0,0.39,0.47,0.22,0.43,0.69,0.49,0.46,0.32,88.0,101.0,63.0,89.0,92.0,92.0,143.0,164.0,-3.0,-2.7
2005,9,DET,Anthony Goldwire,33.0,9.0,55.0,0.27,0.17,0.33,0.37,0.88,0.49,0.53,0.6,60.0,35.0,94.0,76.0,116.0,92.0,164.0,306.0,-3.5,-1.6
2005,9,DET,Derrick Coleman,37.0,5.0,50.0,0.21,0.25,0.0,0.21,1.0,0.29,0.21,0.14,48.0,53.0,,44.0,132.0,55.0,66.0,73.0,-7.5,-7.2
2005,9,DET,Team,,,,0.45,0.47,0.35,0.48,0.74,0.52,0.33,0.17,100.0,100.0,98.0,99.0,97.0,99.0,101.0,86.0,-47.8,-80.7
2005,9,DET,League Average,,,,0.45,0.47,0.36,0.48,0.76,0.53,0.32,0.2,,,,,,,,,,
