Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1997,28,461,TOR,Toronto Raptors,Marcus Camby,"March 22, 1974",22.0,NBA,C,63.0,38.0,1897.0,10.5,21.7,0.48,0.1,0.4,0.14,10.4,21.3,0.49,5.1,7.4,0.69,3.7,7.3,11.0,2.7,1.8,3.6,3.7,6.0,26.1,103.0,105.0
1998,28,461,TOR,Toronto Raptors,Marcus Camby,"March 22, 1974",23.0,NBA,C,63.0,58.0,2002.0,8.0,19.3,0.41,0.0,0.1,0.0,8.0,19.3,0.41,3.9,6.3,0.61,5.3,6.8,12.1,2.9,1.8,6.0,3.5,5.2,19.8,94.0,107.0
1999,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",24.0,NBA,C,46.0,0.0,945.0,8.0,15.3,0.52,0.0,0.0,,8.0,15.3,0.52,3.3,6.0,0.55,6.0,8.8,14.8,0.7,1.7,4.3,2.3,7.7,19.2,108.0,93.0
2000,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",25.0,NBA,C,59.0,11.0,1548.0,7.9,16.4,0.48,0.0,0.1,0.5,7.8,16.3,0.48,5.1,7.7,0.67,6.1,10.0,16.0,1.7,1.5,4.0,2.5,7.1,20.9,109.0,96.0
2001,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",26.0,NBA,C,63.0,63.0,2127.0,7.9,15.1,0.52,0.0,0.2,0.12,7.9,14.9,0.53,3.9,5.9,0.67,5.1,13.7,18.8,1.4,1.7,3.5,1.6,5.3,19.8,116.0,91.0
2002,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",27.0,NBA,C,29.0,29.0,1007.0,6.9,15.4,0.45,0.0,0.1,0.0,6.9,15.4,0.45,3.3,5.3,0.63,4.7,12.4,17.1,1.8,1.8,2.7,2.2,5.7,17.1,100.0,100.0
2003,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",28.0,NBA,C,29.0,9.0,616.0,8.0,19.4,0.41,0.2,0.4,0.4,7.8,19.0,0.41,2.8,4.3,0.66,6.4,11.4,17.8,4.0,1.7,3.4,2.3,5.9,18.9,99.0,96.0
2004,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",29.0,NBA,C,72.0,72.0,2162.0,6.2,13.1,0.48,0.0,0.0,0.0,6.2,13.0,0.48,2.3,3.2,0.72,5.0,12.3,17.3,3.1,2.0,4.4,2.3,5.7,14.8,108.0,95.0
2005,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",30.0,NBA,C,66.0,66.0,2015.0,7.1,15.3,0.46,0.0,0.1,0.0,7.1,15.2,0.47,3.2,4.4,0.72,3.3,13.5,16.8,3.9,1.6,5.1,2.6,4.5,17.4,103.0,96.0
2006,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",31.0,NBA,C,56.0,54.0,1857.0,8.3,17.9,0.46,0.0,0.3,0.09,8.3,17.6,0.47,3.1,4.3,0.71,3.6,14.7,18.4,3.2,2.2,5.1,2.5,4.3,19.7,102.0,95.0
2007,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",32.0,NBA,C,70.0,70.0,2369.0,6.5,13.7,0.47,0.0,0.0,0.0,6.5,13.7,0.48,3.3,4.6,0.73,3.4,13.6,17.0,4.6,1.8,4.8,2.5,3.8,16.3,109.0,97.0
