Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2002,25,POR,Portland Trail Blazers,1,Derek Anderson,SG,6-5,194,1974-07-18,US,4,"Ohio State, Kentucky"
2002,25,POR,Portland Trail Blazers,12,Erick Barkley,PG,6-1,177,1978-02-21,US,1,St. John's
2002,25,POR,Portland Trail Blazers,44,Ruben Boumtje-Boumtje,C,7-0,257,1978-05-20,CM,R,Georgetown
2002,25,POR,Portland Trail Blazers,9,Rick Brunson,PG,6-4,190,1972-06-14,US,4,Temple
2002,25,POR,Portland Trail Blazers,23,Mitchell Butler,SG,6-5,210,1970-12-15,US,6,UCLA
2002,25,POR,Portland Trail Blazers,34,Dale Davis,C,6-11,230,1969-03-25,US,10,Clemson
2002,25,POR,Portland Trail Blazers,14,Chris Dudley,C,6-11,235,1965-02-22,US,14,Yale
2002,25,POR,Portland Trail Blazers,40,Shawn Kemp,PF,6-10,230,1969-11-26,US,12,Trinity Valley CC
2002,25,POR,Portland Trail Blazers,25,Steve Kerr,PG,6-3,175,1965-09-27,LB,13,Arizona
2002,25,POR,Portland Trail Blazers,21,Ruben Patterson,SF,6-5,224,1975-07-31,US,3,Cincinnati
2002,25,POR,Portland Trail Blazers,33,Scottie Pippen,SF,6-8,210,1965-09-25,US,14,University of Central Arkansas
2002,25,POR,Portland Trail Blazers,50,Zach Randolph,PF,6-9,250,1981-07-16,US,R,Michigan State
2002,25,POR,Portland Trail Blazers,3,Damon Stoudamire,PG,5-10,171,1973-09-03,US,6,Arizona
2002,25,POR,Portland Trail Blazers,30,Rasheed Wallace,PF,6-10,225,1974-09-17,US,6,UNC
2002,25,POR,Portland Trail Blazers,6,Bonzi Wells,SG,6-5,210,1976-09-28,US,3,Ball State University
