Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2002,24,PHO,Phoenix Suns,14,Charlie Bell,SG,6-3,200,1979-03-12,US,R,Michigan State
2002,24,PHO,Phoenix Suns,26,Jud Buechler,SF,6-6,220,1968-06-19,US,11,Arizona
2002,24,PHO,Phoenix Suns,11,Joe Crispin,PG,6-0,185,1979-07-18,US,R,Penn State
2002,24,PHO,Phoenix Suns,15,Vinny Del Negro,PG,6-4,185,1966-08-09,US,11,NC State
2002,24,PHO,Phoenix Suns,0,Tony Delk,SG,6-1,189,1974-01-28,US,5,Kentucky
2002,24,PHO,Phoenix Suns,4,Alton Ford,PF,6-9,275,1981-05-29,US,R,Houston
2002,24,PHO,Phoenix Suns,24,Tom Gugliotta,PF,6-10,240,1969-12-19,US,9,NC State
2002,24,PHO,Phoenix Suns,1,Anfernee Hardaway,SG,6-7,195,1971-07-18,US,8,Memphis
2002,24,PHO,Phoenix Suns,2,Joe Johnson,SG,6-7,240,1981-06-29,US,R,Arkansas
2002,24,PHO,Phoenix Suns,9,Dan Majerle,SG,6-6,215,1965-09-09,US,13,Central Michigan University
2002,24,PHO,Phoenix Suns,3,Stephon Marbury,PG,6-2,180,1977-02-20,US,5,Georgia Tech
2002,24,PHO,Phoenix Suns,31,Shawn Marion,SF,6-7,220,1978-05-07,US,2,UNLV
2002,24,PHO,Phoenix Suns,45,Bo Outlaw,PF,6-8,210,1971-04-13,US,8,"South Plains College, Houston"
2002,24,PHO,Phoenix Suns,10,Milt Palacio,SG,6-3,195,1978-02-07,US,2,"Midland College, Colorado State"
2002,24,PHO,Phoenix Suns,54,Rodney Rogers,SF,6-7,235,1971-06-20,US,8,Wake Forest
2002,24,PHO,Phoenix Suns,55,Daniel Santiago,C,7-1,256,1976-06-24,US,1,"New Mexico, Saint Vincent College"
2002,24,PHO,Phoenix Suns,25,Jake Tsakalidis,C,7-2,285,1979-06-10,GE,1,
2002,24,PHO,Phoenix Suns,43,Jake Voskuhl,C,6-11,245,1977-11-01,US,1,UConn
2002,24,PHO,Phoenix Suns,22,John Wallace,SF,6-8,225,1974-02-09,US,5,Syracuse
