Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2002,10,104,GSW,Golden State Warriors,0,Gilbert Arenas,PG,6-3,191,"January 6, 1982",US,R,Arizona
2002,10,266,GSW,Golden State Warriors,10,Mookie Blaylock,PG,6-0,180,"March 20, 1967",US,12,"Midland College, Oklahoma"
2002,10,661,GSW,Golden State Warriors,25,Erick Dampier,C,6-11,265,"July 14, 1975",US,5,Mississippi State
2002,10,943,GSW,Golden State Warriors,21,Danny Fortson,PF,6-7,260,"March 27, 1976",US,4,Cincinnati
2002,10,953,GSW,Golden State Warriors,31,Adonal Foyle,C,6-10,250,"March 9, 1975",VC,4,Colgate
2002,10,1001,GSW,Golden State Warriors,22,Dean Garrett,C,6-10,225,"November 27, 1966",US,5,Indiana
2002,10,1249,GSW,Golden State Warriors,45,Cedric Henderson,SF,6-7,215,"March 11, 1975",US,4,Memphis
2002,10,1355,GSW,Golden State Warriors,20,Larry Hughes,SG,6-5,184,"January 23, 1979",US,3,Saint Louis
2002,10,1407,GSW,Golden State Warriors,44,Marc Jackson,C,6-10,270,"January 16, 1975",US,1,"VCU, Temple"
2002,10,1432,GSW,Golden State Warriors,33,Antawn Jamison,SF,6-8,223,"June 12, 1976",US,3,UNC
2002,10,1998,GSW,Golden State Warriors,34,Chris Mills,SF,6-6,215,"January 25, 1970",US,8,"Kentucky, Arizona"
2002,10,2087,GSW,Golden State Warriors,1,Troy Murphy,PF,6-11,245,"May 2, 1980",US,R,Notre Dame
2002,10,2203,GSW,Golden State Warriors,2,Dean Oliver,PG,5-11,180,"November 5, 1978",US,R,Iowa
2002,10,2439,GSW,Golden State Warriors,23,Jason Richardson,SG,6-6,220,"January 20, 1981",US,R,Michigan State
2002,10,2787,GSW,Golden State Warriors,3,Bob Sura,PG,6-5,200,"March 25, 1973",US,6,Florida State
