Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,29,84,UTA,Utah Jazz,Shandon Anderson,"December 31, 1973",23.0,NBA,SG,65.0,0.0,1066.0,7.4,15.9,0.46,1.2,2.4,0.51,6.2,13.6,0.45,3.4,5.0,0.69,2.6,6.4,9.0,2.5,1.4,0.4,3.7,5.7,19.3,,99.0,106.0
1998,29,84,UTA,Utah Jazz,Shandon Anderson,"December 31, 1973",24.0,NBA,SG,82.0,2.0,1602.0,9.0,16.8,0.54,0.2,1.1,0.22,8.8,15.7,0.56,4.6,6.2,0.74,2.9,4.7,7.6,3.0,2.2,0.6,3.1,4.9,22.9,,112.0,106.0
1999,29,84,UTA,Utah Jazz,Shandon Anderson,"December 31, 1973",25.0,NBA,SG,50.0,2.0,1072.0,8.3,18.7,0.45,0.7,2.1,0.34,7.6,16.6,0.46,4.6,6.4,0.71,2.5,4.3,6.8,2.9,2.0,0.5,3.4,4.6,22.0,,99.0,101.0
2001,11,84,HOU,Houston Rockets,Shandon Anderson,"December 31, 1973",27.0,NBA,SG,82.0,82.0,2396.0,5.8,13.1,0.45,1.0,3.8,0.27,4.8,9.3,0.52,3.1,4.2,0.73,1.6,5.8,7.4,4.2,1.8,0.9,2.9,4.5,15.7,,103.0,105.0
2002,20,84,NYK,New York Knicks,Shandon Anderson,"December 31, 1973",28.0,NBA,SG,82.0,6.0,1596.0,5.0,12.5,0.4,1.3,4.7,0.28,3.7,7.8,0.47,2.5,3.6,0.69,1.9,6.4,8.3,2.5,1.6,0.5,3.3,4.5,13.8,,90.0,106.0
2003,20,84,NYK,New York Knicks,Shandon Anderson,"December 31, 1973",29.0,NBA,SF,82.0,9.0,1731.0,7.6,16.4,0.46,1.6,4.3,0.37,6.0,12.1,0.49,4.2,5.8,0.73,2.0,5.8,7.8,2.7,2.2,0.6,3.5,5.4,21.0,,101.0,105.0
2004,20,84,NYK,New York Knicks,Shandon Anderson,"December 31, 1973",30.0,NBA,SG,80.0,37.0,1974.0,6.5,15.3,0.42,1.0,3.5,0.28,5.5,11.8,0.46,3.3,4.4,0.76,1.4,4.6,6.0,3.3,1.8,0.5,3.2,4.9,17.2,,96.0,105.0
2005,31,84,TOT,Total After Trade,Shandon Anderson,"December 31, 1973",31.0,NBA,"SF,SG",66.0,5.0,1171.0,4.4,9.8,0.45,0.2,1.3,0.17,4.2,8.5,0.5,2.4,3.0,0.82,1.9,6.8,8.6,3.2,1.8,0.6,2.3,6.2,11.5,,103.0,103.0
2005,20,84,NYK,New York Knicks,Shandon Anderson,"December 31, 1973",31.0,NBA,SG,1.0,0.0,20.0,0.0,5.3,0.0,0.0,2.6,0.0,0.0,2.6,0.0,0.0,0.0,,2.6,0.0,2.6,0.0,0.0,0.0,2.6,5.3,0.0,,23.0,117.0
2005,16,84,MIA,Miami Heat,Shandon Anderson,"December 31, 1973",31.0,NBA,SF,65.0,5.0,1151.0,4.5,9.9,0.46,0.2,1.3,0.18,4.3,8.6,0.5,2.5,3.0,0.82,1.8,6.9,8.7,3.2,1.8,0.6,2.3,6.2,11.7,,104.0,103.0
2006,16,84,MIA,Miami Heat,Shandon Anderson,"December 31, 1973",32.0,NBA,SF,48.0,1.0,638.0,4.4,10.4,0.43,0.4,1.6,0.26,4.0,8.8,0.46,1.1,1.5,0.72,1.5,5.2,6.7,2.5,1.4,0.5,2.0,6.2,10.4,,95.0,106.0
