Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",23.0,NBA,C,3,3,96,5.2,10.5,0.5,0.0,0.0,,5.2,10.5,0.5,3.4,4.1,0.82,1.5,4.5,6.0,1.1,0.7,1.5,1.9,4.5,13.9
1991,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",24.0,NBA,C,5,0,88,8.6,15.1,0.57,0.0,0.0,,8.6,15.1,0.57,2.9,3.3,0.88,1.6,5.7,7.4,0.8,0.4,2.9,2.0,9.4,20.0
1992,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",25.0,NBA,C,3,1,28,5.1,14.1,0.36,0.0,0.0,,5.1,14.1,0.36,2.6,2.6,1.0,3.9,3.9,7.7,0.0,2.6,1.3,3.9,9.0,12.9
1993,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",26.0,NBA,C,4,4,143,9.3,16.1,0.58,0.0,0.3,0.0,9.3,15.9,0.59,4.0,5.5,0.73,3.3,4.8,8.1,1.8,1.3,1.0,2.0,4.5,22.7
1994,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",27.0,NBA,C,16,16,450,8.2,17.4,0.47,0.0,0.0,,8.2,17.4,0.47,4.0,5.0,0.81,1.8,4.9,6.7,2.5,0.8,0.7,3.4,5.1,20.5
1995,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",28.0,NBA,C,17,17,546,8.4,15.3,0.55,0.1,0.1,1.0,8.3,15.2,0.55,5.7,7.1,0.8,2.1,5.7,7.8,2.2,0.3,0.9,2.2,4.8,22.5
1996,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",29.0,NBA,C,5,5,166,9.1,16.7,0.55,0.0,0.0,,9.1,16.7,0.55,2.4,3.0,0.79,2.8,5.2,8.0,1.7,0.4,0.4,3.0,4.3,20.6
1998,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",31.0,NBA,C,16,16,476,7.9,15.8,0.5,0.0,0.1,0.0,7.9,15.7,0.5,4.2,4.8,0.86,1.3,5.1,6.4,1.5,0.6,1.1,1.6,5.1,20.0
1999,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",32.0,NBA,C,13,13,293,8.2,18.1,0.46,0.0,0.0,,8.2,18.1,0.46,2.3,2.5,0.95,2.0,6.0,8.0,1.1,0.7,1.8,3.1,6.3,18.8
2000,12,2713,IND,Indiana Pacers,Rik Smits,"August 23, 1966",33.0,NBA,C,22,21,461,8.0,16.2,0.5,0.0,0.1,0.0,8.0,16.1,0.5,2.7,3.1,0.88,1.9,4.2,6.1,1.6,0.8,1.6,2.1,6.6,18.8
