Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,5,CHI,Chicago Bulls,82,240.6,40.2,84.0,0.48,6.6,16.5,0.4,33.5,67.6,0.5,18.2,24.4,0.75,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2
1996,21,SEA,Seattle Supersonics,82,242.4,37.5,78.1,0.48,7.1,19.5,0.36,30.4,58.6,0.52,22.5,29.6,0.76,11.6,29.9,41.5,24.4,10.8,4.8,17.6,24.0,104.5
1996,22,ORL,Orlando Magic,82,242.1,39.1,81.0,0.48,7.6,20.1,0.38,31.5,60.9,0.52,18.8,27.2,0.69,11.8,29.3,41.1,25.4,8.1,5.0,14.1,20.8,104.5
1996,24,PHO,Phoenix Suns,82,243.4,38.5,81.4,0.47,4.0,12.0,0.33,34.5,69.4,0.5,23.3,30.1,0.77,12.3,30.5,42.8,24.4,7.6,4.0,14.7,21.7,104.3
1996,2,BOS,Boston Celtics,82,242.7,38.6,84.7,0.46,6.6,17.7,0.37,32.0,66.9,0.48,19.9,27.9,0.71,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6
1996,27,SAS,San Antonio Spurs,82,241.2,38.4,80.5,0.48,6.3,16.1,0.39,32.1,64.4,0.5,20.3,27.6,0.74,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2,103.4
1996,14,LAL,Los Angeles Lakers,82,240.0,39.2,81.8,0.48,5.8,16.6,0.35,33.4,65.2,0.51,18.6,25.0,0.75,12.1,28.1,40.2,25.4,8.8,6.3,14.2,20.8,102.9
1996,4,CHO,Charlotte Hornets,82,242.4,37.9,80.7,0.47,7.1,18.5,0.38,30.8,62.2,0.5,19.9,25.8,0.77,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1,102.8
1996,7,DAL,Dallas Mavericks,82,243.0,38.1,90.6,0.42,9.0,24.9,0.36,29.1,65.8,0.44,17.4,24.1,0.72,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5
1996,30,WSB,Washington Bullets,82,241.5,39.0,80.7,0.48,6.0,14.8,0.41,33.0,65.9,0.5,18.4,25.3,0.73,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2,102.5
1996,11,HOU,Houston Rockets,82,241.5,37.5,81.0,0.46,7.8,21.5,0.36,29.8,59.5,0.5,19.6,25.7,0.76,11.2,29.9,41.1,24.2,7.9,5.8,15.2,21.4,102.5
1996,29,UTA,Utah Jazz,82,241.2,38.2,78.3,0.49,4.6,12.4,0.37,33.6,65.9,0.51,21.6,28.1,0.77,12.1,28.9,41.0,26.1,8.1,5.1,14.8,25.0,102.5
1996,10,GSW,Golden State Warriors,82,240.9,37.3,81.7,0.46,5.5,14.6,0.37,31.8,67.1,0.47,21.6,28.5,0.76,14.3,27.9,42.2,23.0,8.6,5.7,16.4,22.4,101.6
1996,26,SAC,Sacramento Kings,82,240.9,36.2,79.2,0.46,5.6,14.6,0.39,30.6,64.6,0.47,21.5,29.4,0.73,13.6,28.6,42.2,22.3,7.8,5.3,17.6,26.0,99.5
1996,13,LAC,Los Angeles Clippers,82,240.6,38.1,80.7,0.47,6.2,16.8,0.37,31.9,64.0,0.5,17.0,24.2,0.7,11.9,26.7,38.6,20.4,8.6,5.0,16.5,24.5,99.4
1996,25,POR,Portland Trail Blazers,82,242.7,37.4,81.6,0.46,5.9,16.6,0.35,31.5,65.0,0.48,18.7,28.3,0.66,14.1,31.4,45.6,21.5,7.2,5.1,16.8,22.7,99.3
1996,12,IND,Indiana Pacers,82,240.9,36.3,75.7,0.48,4.4,11.9,0.37,31.9,63.8,0.5,22.2,29.5,0.76,12.3,27.6,39.9,23.4,7.1,3.9,16.3,24.8,99.3
1996,1,ATL,Atlanta Hawks,82,240.6,36.4,81.3,0.45,6.9,19.5,0.36,29.5,61.8,0.48,18.6,24.5,0.76,14.4,26.2,40.6,19.6,9.4,3.9,15.0,20.9,98.3
1996,18,MIN,Minnesota Timberwolves,82,241.2,36.3,79.0,0.46,3.4,10.5,0.33,32.9,68.6,0.48,21.9,28.2,0.78,12.0,27.7,39.7,22.8,7.9,5.9,17.4,24.3,97.9
1996,8,DEN,Denver Nuggets,82,241.8,36.6,81.2,0.45,4.8,14.0,0.35,31.8,67.2,0.47,19.7,26.5,0.74,12.9,30.3,43.2,22.6,6.4,7.3,15.4,23.0,97.7
1996,28,TOR,Toronto Raptors,82,241.8,37.6,80.5,0.47,5.0,14.2,0.35,32.6,66.2,0.49,17.2,23.8,0.72,13.1,27.0,40.0,23.5,9.1,6.0,18.8,24.2,97.5
1996,20,NYK,New York Knicks,82,241.8,36.6,77.8,0.47,5.9,15.7,0.38,30.7,62.2,0.49,18.0,23.8,0.76,10.1,29.9,40.0,22.2,7.9,4.6,15.5,22.7,97.2
1996,16,MIA,Miami Heat,82,241.2,35.4,77.4,0.46,6.7,17.8,0.38,28.7,59.6,0.48,18.9,26.7,0.71,12.2,30.4,42.6,21.4,7.0,5.4,17.0,26.3,96.5
1996,17,MIL,Milwaukee Bucks,82,240.6,37.0,79.1,0.47,4.4,12.9,0.34,32.6,66.3,0.49,17.2,23.3,0.74,11.9,26.4,38.3,21.4,7.1,3.7,15.8,23.7,95.6
1996,9,DET,Detroit Pistons,82,241.8,34.3,74.7,0.46,6.6,16.5,0.4,27.6,58.2,0.48,20.2,26.9,0.75,10.8,29.8,40.5,19.6,6.2,4.3,14.8,23.8,95.4
1996,23,PHI,Philadelphia 76Ers,82,240.6,34.1,78.3,0.44,6.0,17.5,0.34,28.1,60.7,0.46,20.3,27.6,0.73,12.6,26.4,38.9,19.9,7.8,5.1,17.2,21.7,94.5
1996,3,NJN,New Jersey Nets,82,242.7,35.1,82.3,0.43,3.0,9.1,0.34,32.1,73.2,0.44,20.4,27.4,0.74,16.5,30.5,47.0,21.4,7.6,7.0,16.8,22.9,93.7
1996,6,CLE,Cleveland Cavaliers,82,241.8,33.7,73.1,0.46,7.3,19.3,0.38,26.4,53.9,0.49,16.5,21.6,0.76,10.6,25.1,35.6,22.2,8.2,4.1,13.1,20.5,91.1
1996,15,VAN,Vancouver Grizzlies,82,242.4,33.8,79.1,0.43,4.5,13.8,0.33,29.3,65.3,0.45,17.6,24.4,0.72,11.7,26.5,38.1,20.8,8.9,4.1,16.4,22.6,89.8
