Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,8,DEN,Denver Nuggets,82,241.5,48.0,97.4,0.49,0.9,3.1,0.3,47.0,94.2,0.5,26.8,32.8,0.82,13.8,29.8,43.6,30.3,8.7,4.3,16.4,27.8,123.7
1984,27,SAS,San Antonio Spurs,82,243.7,47.7,94.2,0.51,1.0,3.2,0.3,46.7,91.0,0.51,24.0,31.8,0.76,15.0,30.8,45.8,28.8,8.4,6.0,17.6,26.2,120.3
1984,9,DET,Detroit Pistons,82,242.7,46.3,96.5,0.48,0.4,1.7,0.23,45.9,94.7,0.48,24.1,31.1,0.78,17.4,29.7,47.1,27.5,8.5,5.1,16.0,26.5,117.1
1984,14,LAL,Los Angeles Lakers,82,241.2,47.0,88.4,0.53,0.7,2.8,0.26,46.3,85.7,0.54,20.9,27.7,0.75,13.4,30.5,43.8,29.9,8.9,5.8,19.2,25.0,115.6
1984,29,UTA,Utah Jazz,82,241.2,44.0,88.3,0.5,1.2,3.9,0.32,42.7,84.5,0.51,25.8,33.0,0.78,13.4,30.8,44.1,27.2,8.5,7.4,18.4,24.1,115.0
1984,25,POR,Portland Trail Blazers,82,241.5,44.3,87.7,0.5,0.3,1.6,0.19,44.0,86.1,0.51,24.2,32.2,0.75,15.3,26.8,42.0,25.4,9.9,4.8,18.1,26.0,113.1
1984,2,BOS,Boston Celtics,82,243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.51,23.3,29.4,0.79,14.1,31.0,45.1,25.9,8.2,5.2,17.3,23.8,112.1
1984,24,PHO,Phoenix Suns,82,241.2,44.8,88.0,0.51,0.9,3.5,0.25,43.9,84.5,0.52,20.4,26.9,0.76,13.0,28.0,41.0,27.0,8.5,4.7,17.7,26.2,111.0
1984,13,SDC,San Diego Clippers,82,240.6,44.3,89.3,0.5,0.3,1.6,0.19,44.0,87.8,0.5,21.8,29.6,0.74,15.9,29.0,45.0,24.2,6.9,4.7,18.5,24.6,110.7
1984,11,HOU,Houston Rockets,82,240.9,45.5,91.9,0.5,0.4,1.9,0.2,45.1,90.0,0.5,19.3,26.1,0.74,14.6,30.3,44.9,26.9,7.6,6.3,19.0,28.3,110.6
1984,7,DAL,Dallas Mavericks,82,243.4,44.1,88.2,0.5,0.5,2.2,0.23,43.6,86.0,0.51,21.6,28.7,0.76,13.3,27.6,40.9,26.4,7.1,4.4,15.9,23.2,110.4
1984,26,KCK,Kansas City Kings,82,240.9,42.9,88.2,0.49,0.6,2.3,0.28,42.2,85.9,0.49,23.6,30.4,0.78,14.0,27.7,41.7,27.2,8.7,4.7,18.3,26.8,110.0
1984,3,NJN,New Jersey Nets,82,241.5,44.1,88.5,0.5,0.6,2.8,0.21,43.5,85.7,0.51,21.2,30.3,0.7,14.9,28.2,43.1,26.2,9.9,6.1,19.6,27.4,110.0
1984,10,GSW,Golden State Warriors,82,241.8,42.9,91.9,0.47,0.7,2.8,0.24,42.2,89.1,0.47,23.4,31.4,0.74,17.0,26.5,43.4,22.4,10.1,4.2,18.5,25.7,109.9
1984,21,SEA,Seattle Supersonics,82,241.2,42.2,86.4,0.49,0.3,1.7,0.19,41.9,84.7,0.49,23.4,30.0,0.78,13.0,28.4,41.4,27.2,7.8,4.3,16.6,23.0,108.1
1984,23,PHI,Philadelphia 76Ers,82,243.4,41.3,83.3,0.5,0.4,1.3,0.27,40.9,82.0,0.5,24.9,33.0,0.75,14.4,29.0,43.5,24.8,9.8,8.0,19.9,24.9,107.8
1984,20,NYK,New York Knicks,82,242.1,41.3,83.4,0.5,0.6,2.0,0.28,40.7,81.4,0.5,23.7,30.6,0.78,13.3,27.2,40.5,24.9,9.8,4.4,19.4,27.8,106.9
1984,17,MIL,Milwaukee Bucks,82,242.7,41.9,85.0,0.49,0.7,2.8,0.25,41.1,82.2,0.5,21.3,28.7,0.74,13.8,29.1,42.9,25.8,7.8,6.0,17.3,26.4,105.7
1984,12,IND,Indiana Pacers,82,241.2,42.0,87.0,0.48,0.6,2.5,0.23,41.5,84.4,0.49,19.8,25.8,0.77,12.2,29.2,41.5,26.5,10.2,4.9,18.6,25.1,104.5
1984,5,CHI,Chicago Bulls,82,243.7,40.3,85.0,0.47,0.2,1.4,0.17,40.1,83.6,0.48,22.8,30.6,0.75,13.9,28.0,42.0,25.5,8.4,5.5,19.2,26.8,103.7
1984,30,WSB,Washington Bullets,82,242.7,40.8,84.2,0.48,0.9,3.4,0.25,39.9,80.8,0.49,20.3,26.8,0.76,12.5,29.1,41.6,26.7,6.8,3.9,17.7,24.3,102.7
1984,6,CLE,Cleveland Cavaliers,82,242.1,41.0,88.2,0.46,0.5,2.0,0.26,40.5,86.2,0.47,19.7,26.6,0.74,14.8,29.1,43.9,23.5,7.7,4.6,16.2,26.9,102.3
1984,1,ATL,Atlanta Hawks,82,242.1,39.4,83.0,0.47,0.3,1.3,0.22,39.1,81.7,0.48,22.4,29.4,0.76,13.6,27.2,40.8,22.3,7.6,6.8,16.2,25.5,101.5
