PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Carmelo Anthony,21,5,5,193,6.2,18.5,0.33299999999999996,0.0,0.7,0.0,6.2,17.7,0.34700000000000003,7.3,9.7,0.75,2.2,3.9,6.2,2.6,0.7,0.2,2.8,3.7,19.6
Andre Miller,29,5,5,182,6.7,15.2,0.442,0.0,0.0,,6.7,15.2,0.442,2.8,3.4,0.8240000000000001,1.6,2.8,4.4,7.1,1.0,0.2,3.2,2.4,16.2
Marcus Camby,31,5,5,175,5.3,12.8,0.419,0.0,0.0,,5.3,12.8,0.419,1.0,1.9,0.556,2.7,8.6,11.3,2.3,0.8,2.9,0.8,2.9,11.7
Earl Boykins,29,5,0,140,4.9,15.2,0.322,1.0,4.9,0.21100000000000002,3.9,10.3,0.375,3.3,4.4,0.765,0.8,1.0,1.8,5.1,1.0,0.0,0.8,1.5,14.1
Greg Buckner,29,5,4,137,6.0,14.5,0.418,2.6,8.4,0.313,3.4,6.0,0.565,1.8,2.1,0.875,0.8,2.9,3.7,1.6,0.8,0.3,0.3,3.2,16.6
Eduardo Nájera,29,4,3,89,1.2,5.7,0.214,0.0,0.0,,1.2,5.7,0.214,0.8,1.6,0.5,1.6,4.4,6.1,0.8,1.2,0.0,1.6,5.3,3.2
Francisco Elson,29,5,2,75,1.4,2.4,0.6,0.0,0.0,,1.4,2.4,0.6,0.0,0.0,,2.4,2.9,5.3,1.0,1.9,0.0,1.4,6.2,2.9
Reggie Evans,25,5,0,69,1.6,3.7,0.429,0.0,1.0,0.0,1.6,2.6,0.6,6.8,9.4,0.722,4.2,7.8,12.0,0.0,1.0,0.5,3.1,5.7,9.9
Ruben Patterson,30,4,1,58,5.6,10.6,0.529,0.0,0.0,,5.6,10.6,0.529,1.2,3.1,0.4,3.1,0.6,3.7,1.9,0.6,0.0,1.9,3.7,12.4
Kenyon Martin,28,2,0,35,4.1,13.4,0.308,0.0,0.0,,4.1,13.4,0.308,1.0,2.1,0.5,6.2,3.1,9.3,1.0,4.1,2.1,3.1,5.1,9.3
DerMarr Johnson,25,3,0,34,3.2,13.8,0.231,1.1,10.6,0.1,2.1,3.2,0.667,0.0,0.0,,2.1,8.5,10.6,2.1,0.0,1.1,1.1,1.1,7.4
Linas Kleiza,21,3,0,14,7.7,20.6,0.375,0.0,2.6,0.0,7.7,18.0,0.429,0.0,0.0,,2.6,7.7,10.3,5.1,0.0,0.0,0.0,7.7,15.4
