PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shawn Marion,27,20,20,849,6.9,14.1,0.489,0.9,3.0,0.314,6.0,11.2,0.536,2.5,2.8,0.8809999999999999,2.4,7.5,9.9,1.3,1.6,1.0,0.9,2.8,17.3
Steve Nash,31,20,20,798,6.6,13.1,0.502,1.4,3.9,0.368,5.1,9.2,0.5589999999999999,3.7,4.1,0.912,0.4,2.9,3.3,9.2,0.4,0.2,3.0,1.7,18.4
Boris Diaw,23,20,20,796,6.9,13.1,0.526,0.1,0.3,0.429,6.7,12.8,0.528,3.0,4.0,0.7609999999999999,1.8,4.3,6.0,4.7,0.8,1.0,2.5,2.9,16.9
Raja Bell,29,17,17,673,4.2,8.8,0.479,2.1,4.6,0.465,2.1,4.2,0.494,1.8,2.2,0.8290000000000001,0.4,2.1,2.6,2.0,0.6,0.2,0.5,3.7,12.4
Tim Thomas,28,20,14,636,6.1,12.5,0.491,2.7,6.1,0.444,3.4,6.3,0.536,2.2,2.8,0.7759999999999999,0.9,6.2,7.1,1.4,1.0,0.5,1.2,5.1,17.1
Leandro Barbosa,23,20,3,632,5.9,12.5,0.47,1.5,3.9,0.391,4.3,8.5,0.507,2.8,3.3,0.862,0.3,1.5,1.8,3.1,0.9,0.2,1.7,3.8,16.1
James Jones,25,20,6,353,2.9,8.4,0.341,0.8,2.7,0.308,2.0,5.7,0.35700000000000004,2.2,2.7,0.846,1.6,5.7,7.3,0.5,0.5,1.8,0.9,2.5,8.8
Eddie House,27,14,0,130,5.3,14.4,0.365,0.8,3.9,0.214,4.4,10.5,0.42100000000000004,0.8,1.1,0.75,0.0,2.5,2.5,1.7,0.3,0.6,1.4,2.8,12.2
Brian Grant,33,5,0,12,3.0,9.0,0.33299999999999996,0.0,0.0,,3.0,9.0,0.33299999999999996,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,6.0
Nikoloz Tskitishvili,22,4,0,8,0.0,13.5,0.0,0.0,4.5,0.0,0.0,9.0,0.0,4.5,9.0,0.5,0.0,4.5,4.5,9.0,0.0,0.0,4.5,4.5,4.5
Pat Burke,32,3,0,7,10.3,20.6,0.5,5.1,10.3,0.5,5.1,10.3,0.5,0.0,5.1,0.0,5.1,10.3,15.4,0.0,0.0,5.1,0.0,0.0,25.7
Kurt Thomas,33,1,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,12.0,0.5,0.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,6.0
