Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1851,Caleb Martin,"September 28, 1995",41,2,16.7,2.15,4.95,0.43,0.9,2.15,0.42,1.2,2.8,0.43,0.53,0.75,1.15,0.65,0.7,1.8,2.45,1.3,0.8,0.35,0.75,1.45,5.9
