SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,5,CHI,Ben Gordon,22,6,6,40.8,7.2,17.7,0.41,2.5,6.8,0.37,4.7,10.8,0.43,0.48,4.2,6.2,0.68,0.8,2.5,3.3,3.0,1.0,0.0,2.8,2.0,21.0
2006,5,CHI,Kirk Hinrich,25,6,6,39.0,6.5,15.7,0.42,1.5,4.3,0.35,5.0,11.3,0.44,0.46,6.0,7.0,0.86,0.0,3.3,3.3,7.7,1.3,0.3,4.0,3.7,20.5
2006,5,CHI,Andres Nocioni,26,6,6,38.3,7.8,14.0,0.56,1.7,3.5,0.48,6.2,10.5,0.59,0.62,5.0,5.8,0.86,0.8,8.0,8.8,1.5,0.8,0.3,2.3,3.5,22.3
2006,5,CHI,Luol Deng,20,6,0,30.0,4.0,9.3,0.43,0.2,0.8,0.2,3.8,8.5,0.45,0.44,2.0,3.5,0.57,1.3,3.5,4.8,0.5,0.8,0.7,0.8,2.2,10.2
2006,5,CHI,Chris Duhon,23,6,0,21.8,1.5,4.2,0.36,1.2,2.7,0.44,0.3,1.5,0.22,0.5,0.8,1.0,0.83,0.2,2.5,2.7,2.2,0.3,0.0,0.8,2.2,5.0
2006,5,CHI,Mike Sweetney,23,6,6,20.0,2.3,5.7,0.41,0.0,0.0,,2.3,5.7,0.41,0.41,2.5,3.2,0.79,2.7,2.8,5.5,1.2,0.5,1.0,1.2,4.0,7.2
2006,5,CHI,Malik Allen,27,6,6,19.3,2.3,5.0,0.47,0.0,0.0,,2.3,5.0,0.47,0.47,0.0,0.2,0.0,0.8,2.2,3.0,1.2,0.3,1.0,1.7,2.7,4.7
2006,5,CHI,Tyson Chandler,23,6,0,17.3,0.7,1.0,0.67,0.0,0.0,,0.7,1.0,0.67,0.67,0.5,1.7,0.3,1.3,3.2,4.5,0.5,0.3,0.3,1.0,4.8,1.8
2006,5,CHI,Luke Schenscher,23,3,0,5.7,0.7,0.7,1.0,0.0,0.0,,0.7,0.7,1.0,1.0,1.0,1.3,0.75,1.0,1.3,2.3,0.0,0.0,0.0,0.3,0.7,2.3
2006,5,CHI,Othella Harrington,32,3,0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.7,0.0
2006,5,CHI,Eric Piatkowski,35,6,0,4.7,0.5,1.0,0.5,0.3,0.8,0.4,0.2,0.2,1.0,0.67,0.3,0.3,1.0,0.2,0.7,0.8,0.2,0.0,0.2,0.0,0.2,1.7
2006,5,CHI,Jannero Pargo,26,5,0,3.8,1.0,2.4,0.42,0.6,1.0,0.6,0.4,1.4,0.29,0.54,0.8,1.0,0.8,0.2,1.0,1.2,0.6,0.0,0.0,0.6,0.0,3.4
