Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2000,13,2185,LAC,Los Angeles Clippers,Lamar Odom,"November 6, 1979",20.0,NBA,SF,76.0,70.0,2767.0,449.0,1024.0,0.44,59.0,164.0,0.36,390.0,860.0,0.45,0.47,302.0,420.0,0.72,159.0,436.0,595.0,317.0,91.0,95.0,258.0,291.0,1259.0,,3.0
2001,13,2185,LAC,Los Angeles Clippers,Lamar Odom,"November 6, 1979",21.0,NBA,PF,76.0,74.0,2836.0,481.0,1046.0,0.46,80.0,253.0,0.32,401.0,793.0,0.51,0.5,262.0,386.0,0.68,110.0,482.0,592.0,392.0,74.0,122.0,264.0,236.0,1304.0,,4.0
2002,13,2185,LAC,Los Angeles Clippers,Lamar Odom,"November 6, 1979",22.0,NBA,SF,29.0,25.0,999.0,151.0,360.0,0.42,16.0,84.0,0.19,135.0,276.0,0.49,0.44,61.0,93.0,0.66,31.0,145.0,176.0,171.0,23.0,36.0,97.0,91.0,379.0,,0.0
2003,13,2185,LAC,Los Angeles Clippers,Lamar Odom,"November 6, 1979",23.0,NBA,SF,49.0,47.0,1679.0,268.0,611.0,0.44,42.0,129.0,0.33,226.0,482.0,0.47,0.47,136.0,175.0,0.78,59.0,267.0,326.0,178.0,42.0,41.0,140.0,181.0,714.0,,0.0
2004,16,2185,MIA,Miami Heat,Lamar Odom,"November 6, 1979",24.0,NBA,PF,80.0,80.0,3003.0,485.0,1127.0,0.43,61.0,205.0,0.3,424.0,922.0,0.46,0.46,340.0,458.0,0.74,160.0,616.0,776.0,327.0,85.0,71.0,236.0,273.0,1371.0,,1.0
2005,14,2185,LAL,Los Angeles Lakers,Lamar Odom,"November 6, 1979",25.0,NBA,PF,64.0,64.0,2320.0,366.0,774.0,0.47,36.0,117.0,0.31,330.0,657.0,0.5,0.5,207.0,298.0,0.7,134.0,519.0,653.0,238.0,42.0,65.0,161.0,211.0,975.0,,0.0
2006,14,2185,LAL,Los Angeles Lakers,Lamar Odom,"November 6, 1979",26.0,NBA,PF,80.0,80.0,3221.0,445.0,925.0,0.48,80.0,215.0,0.37,365.0,710.0,0.51,0.52,216.0,313.0,0.69,181.0,557.0,738.0,443.0,75.0,64.0,213.0,256.0,1186.0,,2.0
2007,14,2185,LAL,Los Angeles Lakers,Lamar Odom,"November 6, 1979",27.0,NBA,PF,56.0,56.0,2202.0,319.0,681.0,0.47,54.0,182.0,0.3,265.0,499.0,0.53,0.51,198.0,283.0,0.7,102.0,445.0,547.0,270.0,53.0,32.0,163.0,182.0,890.0,,1.0
2008,14,2185,LAL,Los Angeles Lakers,Lamar Odom,"November 6, 1979",28.0,NBA,PF,77.0,77.0,2921.0,417.0,795.0,0.52,31.0,113.0,0.27,386.0,682.0,0.57,0.54,229.0,328.0,0.7,197.0,622.0,819.0,273.0,75.0,72.0,156.0,222.0,1094.0,,1.0
2009,14,2185,LAL,Los Angeles Lakers,Lamar Odom,"November 6, 1979",29.0,NBA,PF,78.0,32.0,2316.0,346.0,703.0,0.49,33.0,103.0,0.32,313.0,600.0,0.52,0.52,160.0,257.0,0.62,176.0,461.0,637.0,204.0,77.0,98.0,138.0,235.0,885.0,,0.0
2010,14,2185,LAL,Los Angeles Lakers,Lamar Odom,"November 6, 1979",30.0,NBA,PF,82.0,38.0,2585.0,342.0,739.0,0.46,58.0,182.0,0.32,284.0,557.0,0.51,0.5,140.0,202.0,0.69,184.0,618.0,802.0,267.0,75.0,59.0,150.0,227.0,882.0,,0.0
2011,14,2185,LAL,Los Angeles Lakers,Lamar Odom,"November 6, 1979",31.0,NBA,PF,82.0,35.0,2639.0,473.0,893.0,0.53,68.0,178.0,0.38,405.0,715.0,0.57,0.57,166.0,246.0,0.68,175.0,535.0,710.0,249.0,47.0,61.0,139.0,200.0,1180.0,,0.0
2012,7,2185,DAL,Dallas Mavericks,Lamar Odom,"November 6, 1979",32.0,NBA,SF,50.0,4.0,1027.0,123.0,349.0,0.35,28.0,111.0,0.25,95.0,238.0,0.4,0.39,58.0,98.0,0.59,36.0,172.0,208.0,83.0,20.0,18.0,52.0,97.0,332.0,,0.0
2013,13,2185,LAC,Los Angeles Clippers,Lamar Odom,"November 6, 1979",33.0,NBA,PF,82.0,2.0,1616.0,146.0,366.0,0.4,18.0,90.0,0.2,128.0,276.0,0.46,0.42,20.0,42.0,0.48,117.0,363.0,480.0,142.0,69.0,58.0,86.0,214.0,330.0,,0.0
