Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",22.0,NBA,SG,20.0,,20.2,3.7,8.1,0.46,0.1,0.5,0.2,3.6,7.6,0.48,0.47,1.1,1.8,0.6,0.6,1.3,1.9,1.7,0.9,0.1,1.3,2.0,8.6
1985,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",23.0,NBA,SG,19.0,19.0,30.8,7.3,14.1,0.52,0.5,1.1,0.48,6.7,12.9,0.52,0.54,1.8,2.3,0.8,0.8,1.9,2.7,2.6,2.2,0.2,1.3,2.5,16.9
1986,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",24.0,NBA,SG,14.0,14.0,33.6,6.4,12.9,0.5,0.4,1.2,0.35,6.0,11.7,0.51,0.51,2.7,3.0,0.9,1.1,2.9,3.9,3.0,1.4,0.1,2.1,2.7,16.0
1987,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",25.0,NBA,SG,18.0,18.0,33.8,5.7,11.7,0.49,0.4,1.9,0.21,5.3,9.8,0.55,0.51,2.9,3.7,0.79,1.1,2.3,3.4,3.2,1.1,0.2,1.4,2.9,14.8
1988,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",26.0,NBA,SG,24.0,24.0,37.4,7.4,14.9,0.5,1.0,2.3,0.44,6.4,12.6,0.51,0.53,3.8,4.3,0.86,1.1,3.1,4.2,2.5,1.4,0.2,2.0,2.7,19.6
1989,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",27.0,NBA,SG,11.0,11.0,36.5,7.2,14.5,0.49,1.4,3.5,0.38,5.8,11.0,0.53,0.54,4.2,5.0,0.84,0.9,3.2,4.1,2.3,1.6,0.2,1.8,2.8,19.9
1990,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",28.0,NBA,SG,9.0,9.0,36.1,5.4,11.8,0.46,1.4,3.8,0.38,4.0,8.0,0.5,0.52,1.1,1.4,0.77,0.8,3.3,4.1,2.6,2.2,0.3,1.4,3.6,13.4
1991,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",29.0,NBA,SG,18.0,18.0,37.7,5.3,10.3,0.51,1.1,2.1,0.53,4.2,8.2,0.51,0.56,1.5,1.9,0.79,0.7,2.4,3.2,1.6,1.3,0.2,0.9,2.9,13.2
1992,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",30.0,NBA,SG,4.0,4.0,37.0,5.5,11.0,0.5,1.8,3.0,0.58,3.8,8.0,0.47,0.58,6.0,6.8,0.89,0.8,1.8,2.5,3.5,1.5,0.3,1.3,2.5,18.8
1993,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",31.0,NBA,SG,5.0,5.0,35.4,4.2,8.4,0.5,1.6,3.0,0.53,2.6,5.4,0.48,0.6,3.6,4.6,0.78,0.0,2.2,2.2,1.8,1.0,0.0,0.8,2.2,13.6
1994,12,2581,IND,Indiana Pacers,Byron Scott,"March 28, 1961",32.0,NBA,SG,16.0,0.0,14.9,2.4,6.0,0.4,0.6,1.2,0.47,1.8,4.8,0.38,0.44,2.5,3.2,0.78,0.6,1.4,2.1,1.3,0.8,0.1,1.6,1.4,7.8
1995,12,2581,IND,Indiana Pacers,Byron Scott,"March 28, 1961",33.0,NBA,PG,17.0,0.0,17.5,1.9,5.5,0.34,0.5,2.0,0.26,1.4,3.5,0.38,0.39,1.8,2.0,0.88,0.3,1.2,1.5,0.9,0.6,0.1,1.3,1.8,6.1
1997,14,2581,LAL,Los Angeles Lakers,Byron Scott,"March 28, 1961",35.0,NBA,SG,8.0,0.0,16.8,1.9,4.1,0.46,0.5,1.4,0.36,1.4,2.8,0.5,0.52,2.1,2.4,0.9,0.0,1.5,1.5,1.4,0.1,0.0,1.0,1.9,6.4
