Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,31,925,TOT,Total After Trade,22.0,NBA,PG,76.0,17.0,16.4,3.0,6.9,0.43,0.1,0.3,0.4,2.8,6.6,0.43,0.44,2.0,2.4,0.83,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1.8,8.1
1983,3,925,NJN,New Jersey Nets,22.0,NBA,PG,43.0,6.0,11.5,2.1,5.0,0.43,0.1,0.3,0.29,2.0,4.7,0.44,0.44,0.9,1.0,0.84,0.4,0.6,1.0,1.6,0.4,0.2,0.9,1.3,5.3
1983,10,925,GSW,Golden State Warriors,22.0,NBA,PG,33.0,11.0,22.8,4.1,9.4,0.43,0.2,0.3,0.55,3.9,9.1,0.43,0.44,3.4,4.1,0.83,1.2,1.7,2.9,2.2,1.2,0.2,2.0,2.4,11.7
1984,10,925,GSW,Golden State Warriors,23.0,NBA,PG,77.0,73.0,33.2,6.3,13.6,0.46,0.1,0.6,0.18,6.2,13.0,0.48,0.47,4.1,5.0,0.82,1.1,2.4,3.5,3.5,1.3,0.4,2.5,2.8,16.8
1985,10,925,GSW,Golden State Warriors,24.0,NBA,SG,82.0,82.0,35.0,7.4,16.7,0.44,0.5,1.7,0.29,6.9,15.0,0.46,0.46,4.1,5.1,0.81,0.8,1.7,2.5,5.0,1.6,0.5,3.1,2.8,19.5
1986,10,925,GSW,Golden State Warriors,25.0,NBA,PG,82.0,82.0,33.7,6.2,12.3,0.51,0.5,1.5,0.33,5.7,10.8,0.53,0.53,4.3,5.4,0.8,0.9,2.7,3.6,9.1,1.9,0.2,3.5,2.4,17.2
1987,10,925,GSW,Golden State Warriors,26.0,NBA,PG,82.0,82.0,37.4,6.1,12.6,0.49,0.9,2.3,0.38,5.2,10.2,0.51,0.52,5.6,6.5,0.86,0.7,2.6,3.3,10.3,1.8,0.2,3.4,2.4,18.8
1988,31,925,TOT,Total After Trade,27.0,NBA,PG,77.0,73.0,32.6,5.5,12.6,0.43,0.2,0.9,0.19,5.3,11.6,0.45,0.44,3.9,4.6,0.85,1.0,2.8,3.8,7.1,1.2,0.2,2.9,2.5,15.0
1988,10,925,GSW,Golden State Warriors,27.0,NBA,PG,18.0,18.0,37.8,7.3,16.7,0.44,0.1,1.1,0.05,7.3,15.6,0.47,0.44,6.4,7.7,0.84,1.4,3.6,5.1,9.9,1.5,0.1,3.7,2.6,21.2
1988,11,925,HOU,Houston Rockets,27.0,NBA,PG,59.0,55.0,31.1,4.9,11.3,0.43,0.2,0.9,0.25,4.7,10.4,0.45,0.44,3.1,3.6,0.86,0.9,2.6,3.5,6.2,1.2,0.2,2.6,2.4,13.1
1989,11,925,HOU,Houston Rockets,28.0,NBA,PG,82.0,82.0,34.0,4.8,10.9,0.44,1.3,3.6,0.37,3.5,7.3,0.48,0.5,3.2,3.8,0.84,0.6,3.1,3.7,8.6,1.5,0.1,3.1,2.4,14.2
1990,11,925,HOU,Houston Rockets,29.0,NBA,PG,82.0,73.0,32.1,4.4,9.8,0.45,1.1,2.9,0.38,3.3,6.9,0.48,0.51,2.3,2.8,0.81,0.6,1.9,2.4,7.3,1.1,0.1,2.5,1.9,12.2
1991,11,925,HOU,Houston Rockets,30.0,NBA,PG,82.0,4.0,22.6,4.7,11.5,0.41,0.6,2.1,0.27,4.1,9.3,0.44,0.44,2.3,3.0,0.75,0.6,1.3,1.9,3.9,1.2,0.2,1.7,1.5,12.3
1992,11,925,HOU,Houston Rockets,31.0,NBA,PG,82.0,3.0,20.3,3.5,8.6,0.41,0.5,1.5,0.3,3.0,7.1,0.43,0.43,1.6,2.1,0.79,0.4,1.4,1.8,2.9,0.7,0.3,1.6,1.6,9.1
1993,11,925,HOU,Houston Rockets,32.0,NBA,PG,52.0,10.0,16.7,2.4,5.9,0.41,0.3,1.1,0.29,2.1,4.8,0.43,0.43,1.6,2.0,0.79,0.3,1.4,1.7,2.5,0.6,0.1,1.3,1.1,6.6
1994,27,925,SAS,San Antonio Spurs,33.0,NBA,PG,53.0,2.0,13.9,1.3,3.9,0.34,0.2,0.7,0.22,1.2,3.3,0.36,0.35,1.0,1.5,0.67,0.2,1.1,1.3,1.9,0.2,0.2,1.2,1.3,3.8
1995,3,925,NJN,New Jersey Nets,34.0,NBA,SG,48.0,1.0,17.3,1.5,4.4,0.34,0.5,1.8,0.28,1.0,2.6,0.37,0.39,0.6,0.9,0.7,0.2,1.0,1.1,2.6,0.3,0.1,1.1,1.5,4.1
