Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1997,22.0,LAL,NBA,C,71.0,1156.0,14.1,0.536,0.0,0.364,13.0,18.5,15.7,5.3,1.4,3.8,13.3,14.3,,1.4,1.8,3.3,0.137,,-2.2,0.4,-1.8,0.1
1998,23.0,BOS,NBA,C,74.0,1503.0,13.6,0.499,0.126,0.235,10.5,18.8,14.3,10.9,1.8,4.3,15.3,16.4,,1.1,1.9,3.0,0.096,,-2.0,0.7,-1.2,0.3
1999,24.0,LAL,NBA,C,37.0,525.0,12.8,0.546,0.008,0.223,7.7,20.5,14.2,9.3,2.1,3.7,19.7,15.3,,0.4,0.7,1.1,0.102,,-2.9,1.9,-1.1,0.1
2001,26.0,NYK,NBA,C,45.0,256.0,0.9,0.238,0.019,0.34,9.3,15.6,12.5,3.0,1.1,3.5,14.1,13.5,,-0.7,0.5,-0.3,-0.049,,-8.6,0.0,-8.6,-0.4
2002,27.0,NYK,NBA,C,49.0,429.0,5.3,0.401,0.0,0.186,13.0,15.1,14.1,3.0,1.4,1.7,18.1,16.2,,-0.5,0.4,-0.1,-0.015,,-7.6,-1.1,-8.7,-0.7
2003,28.0,NYK,NBA,C,32.0,287.0,8.3,0.424,0.015,0.2,7.2,18.4,12.7,7.4,1.5,2.3,12.4,13.0,,0.0,0.3,0.2,0.04,,-3.6,0.6,-3.0,-0.1
