Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1980,21,SEA,Seattle Supersonics,20,James Bailey,PF,6-9,220,1957-05-21,US,R,Rutgers University
1980,21,SEA,Seattle Supersonics,32,Fred Brown,SG,6-3,182,1948-08-07,US,8,Iowa
1980,21,SEA,Seattle Supersonics,24,Dennis Johnson,SG,6-4,185,1954-09-18,US,3,Pepperdine
1980,21,SEA,Seattle Supersonics,27,John Johnson,SF,6-7,200,1947-10-18,US,9,Iowa
1980,21,SEA,Seattle Supersonics,15,Vinnie Johnson,SG,6-2,200,1956-09-01,US,R,Baylor
1980,21,SEA,Seattle Supersonics,23,Tom LaGarde,C,6-10,220,1955-02-10,US,2,UNC
1980,21,SEA,Seattle Supersonics,8,Lonnie Shelton,PF,6-8,240,1955-10-19,US,3,Oregon State
1980,21,SEA,Seattle Supersonics,43,Jack Sikma,C,6-11,230,1955-11-14,US,2,Illinois Wesleyan University
1980,21,SEA,Seattle Supersonics,36,Paul Silas,PF,6-7,220,1943-07-12,US,15,Creighton
1980,21,SEA,Seattle Supersonics,42,Wally Walker,SF,6-7,190,1954-07-18,US,3,Virginia
1980,21,SEA,Seattle Supersonics,1,Gus Williams,PG,6-2,175,1953-10-10,US,4,USC
