Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1981,12,IND,Indiana Pacers,Johnny Davis,25,76,,2536,8.0,17.2,0.46,0.1,0.6,0.12,7.9,16.6,0.48,4.5,5.6,0.8,1.1,2.1,3.2,9.0,1.8,0.3,3.1,3.4,20.5,,110,109
1981,12,IND,Indiana Pacers,Billy Knight,28,82,,2385,10.9,20.4,0.53,0.1,0.4,0.16,10.8,20.1,0.54,6.8,8.2,0.83,3.8,4.4,8.2,3.1,1.7,0.2,3.5,3.1,28.6,,117,107
1981,12,IND,Indiana Pacers,Mike Bantom,29,76,,2375,8.6,17.7,0.49,0.0,0.1,0.0,8.6,17.5,0.49,4.0,5.6,0.71,3.0,5.5,8.5,4.8,1.6,1.7,3.9,5.7,21.2,,103,105
1981,12,IND,Indiana Pacers,James Edwards,25,81,,2375,10.2,20.1,0.51,0.0,0.1,0.0,10.2,20.0,0.51,4.9,6.9,0.7,3.8,7.6,11.4,4.2,0.6,2.6,3.3,6.1,25.3,,111,105
1981,12,IND,Indiana Pacers,Dudley Bradley,23,82,,1867,6.7,14.2,0.47,0.1,0.4,0.12,6.7,13.8,0.48,3.2,4.5,0.7,1.8,3.1,4.9,4.8,4.7,0.9,3.1,6.0,16.7,,103,101
1981,12,IND,Indiana Pacers,George McGinnis,30,69,,1845,9.0,19.8,0.45,0.0,0.2,0.0,9.0,19.6,0.46,5.3,9.9,0.54,4.2,9.4,13.6,5.4,2.6,0.7,5.7,6.2,23.3,,93,101
1981,12,IND,Indiana Pacers,Louis Orr,22,82,,1787,9.3,18.9,0.49,0.0,0.2,0.0,9.3,18.7,0.5,4.3,5.4,0.81,4.6,5.0,9.6,3.5,1.5,0.7,3.3,4.1,22.9,,110,107
1981,12,IND,Indiana Pacers,Clemon Johnson,24,81,,1643,6.8,13.5,0.5,0.0,0.0,0.0,6.8,13.5,0.5,3.2,5.5,0.59,5.0,8.5,13.5,4.2,1.3,3.4,3.5,5.4,16.8,,105,102
1981,12,IND,Indiana Pacers,Don Buse,30,58,,1095,5.0,12.5,0.4,0.8,2.5,0.33,4.1,9.9,0.42,2.2,2.8,0.77,0.8,2.8,3.6,6.1,3.2,0.3,1.7,2.6,12.9,,107,105
1981,12,IND,Indiana Pacers,George Johnson,24,43,,930,9.3,20.1,0.46,0.0,0.3,0.0,9.3,19.9,0.47,4.8,6.2,0.76,5.1,9.2,14.2,4.4,2.4,1.2,4.3,6.1,23.4,,103,101
1981,12,IND,Indiana Pacers,Jerry Sichting,24,47,,450,3.6,10.0,0.36,0.0,0.5,0.0,3.6,9.5,0.38,2.6,3.4,0.78,1.2,3.4,4.5,7.4,2.4,0.1,3.0,4.0,9.8,,94,107
1981,12,IND,Indiana Pacers,Tom Abernethy,26,29,,259,4.4,10.3,0.43,0.0,0.2,0.0,4.4,10.1,0.44,2.0,3.5,0.58,3.5,3.9,7.3,3.3,1.1,0.6,1.1,5.3,10.8,,109,108
1981,12,IND,Indiana Pacers,Kenny Natt,22,19,,149,8.0,24.6,0.32,0.6,2.6,0.25,7.3,22.0,0.33,2.2,3.5,0.64,2.9,1.9,4.8,3.2,1.6,0.3,3.2,5.7,18.8,,82,109
1981,12,IND,Indiana Pacers,Dick Miller,22,5,,34,2.8,8.4,0.33,0.0,1.4,0.0,2.8,7.0,0.4,0.0,0.0,,1.4,4.2,5.6,5.6,4.2,0.0,5.6,2.8,5.6,,61,103
