Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1980,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",24.0,NBA,C,82.0,,2123.0,287.0,514.0,0.56,0.0,0.0,,287.0,514.0,0.56,0.56,157.0,220.0,0.71,283.0,491.0,774.0,76.0,54.0,244.0,99.0,322.0,731.0,0.0
1981,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",25.0,NBA,C,40.0,,1044.0,116.0,210.0,0.55,0.0,1.0,0.0,116.0,209.0,0.56,0.55,46.0,57.0,0.81,102.0,184.0,286.0,35.0,29.0,117.0,57.0,151.0,278.0,0.0
1982,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",26.0,NBA,C,79.0,39.0,2018.0,202.0,346.0,0.58,0.0,0.0,,202.0,346.0,0.58,0.58,79.0,129.0,0.61,168.0,443.0,611.0,59.0,35.0,224.0,79.0,285.0,483.0,0.0
1983,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",27.0,NBA,C,80.0,80.0,2472.0,261.0,512.0,0.51,0.0,1.0,0.0,261.0,511.0,0.51,0.51,98.0,135.0,0.73,210.0,533.0,743.0,75.0,49.0,343.0,95.0,294.0,620.0,2.0
1984,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",28.0,NBA,C,77.0,76.0,2351.0,274.0,529.0,0.52,0.0,0.0,,274.0,529.0,0.52,0.52,118.0,190.0,0.62,200.0,393.0,593.0,62.0,35.0,277.0,101.0,297.0,666.0,1.0
1985,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",29.0,NBA,C,70.0,60.0,1750.0,186.0,339.0,0.55,0.0,0.0,,186.0,339.0,0.55,0.55,67.0,93.0,0.72,113.0,329.0,442.0,52.0,35.0,167.0,80.0,213.0,439.0,0.0
1986,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",30.0,NBA,C,74.0,61.0,1781.0,173.0,347.0,0.5,0.0,1.0,0.0,173.0,346.0,0.5,0.5,69.0,90.0,0.77,131.0,327.0,458.0,41.0,38.0,167.0,91.0,239.0,415.0,0.0
1987,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",31.0,NBA,C,75.0,58.0,1764.0,171.0,313.0,0.55,0.0,0.0,,171.0,313.0,0.55,0.55,63.0,87.0,0.72,155.0,333.0,488.0,22.0,43.0,140.0,61.0,240.0,405.0,0.0
1988,1,2501,ATL,Atlanta Hawks,Tree Rollins,"June 16, 1955",32.0,NBA,C,76.0,59.0,1765.0,133.0,260.0,0.51,0.0,0.0,,133.0,260.0,0.51,0.51,70.0,80.0,0.88,142.0,317.0,459.0,20.0,31.0,132.0,51.0,229.0,336.0,0.0
1989,6,2501,CLE,Cleveland Cavaliers,Tree Rollins,"June 16, 1955",33.0,NBA,C,60.0,2.0,583.0,62.0,138.0,0.45,0.0,1.0,0.0,62.0,137.0,0.45,0.45,12.0,19.0,0.63,38.0,101.0,139.0,19.0,11.0,38.0,22.0,89.0,136.0,0.0
1990,6,2501,CLE,Cleveland Cavaliers,Tree Rollins,"June 16, 1955",34.0,NBA,C,48.0,19.0,674.0,57.0,125.0,0.46,0.0,1.0,0.0,57.0,124.0,0.46,0.46,11.0,16.0,0.69,58.0,95.0,153.0,24.0,13.0,53.0,35.0,83.0,125.0,0.0
1991,9,2501,DET,Detroit Pistons,Tree Rollins,"June 16, 1955",35.0,NBA,C,37.0,0.0,202.0,14.0,33.0,0.42,0.0,0.0,,14.0,33.0,0.42,0.42,8.0,14.0,0.57,13.0,29.0,42.0,4.0,2.0,20.0,15.0,35.0,36.0,0.0
1992,11,2501,HOU,Houston Rockets,Tree Rollins,"June 16, 1955",36.0,NBA,C,59.0,5.0,697.0,46.0,86.0,0.54,0.0,0.0,,46.0,86.0,0.54,0.54,26.0,30.0,0.87,61.0,110.0,171.0,15.0,14.0,62.0,18.0,85.0,118.0,0.0
1993,11,2501,HOU,Houston Rockets,Tree Rollins,"June 16, 1955",37.0,NBA,C,42.0,0.0,247.0,11.0,41.0,0.27,0.0,2.0,0.0,11.0,39.0,0.28,0.27,9.0,12.0,0.75,12.0,48.0,60.0,10.0,6.0,15.0,9.0,43.0,31.0,0.0
1994,22,2501,ORL,Orlando Magic,Tree Rollins,"June 16, 1955",38.0,NBA,C,45.0,1.0,384.0,29.0,53.0,0.55,0.0,0.0,,29.0,53.0,0.55,0.55,18.0,30.0,0.6,33.0,63.0,96.0,9.0,7.0,35.0,13.0,55.0,76.0,0.0
1995,22,2501,ORL,Orlando Magic,Tree Rollins,"June 16, 1955",39.0,NBA,C,51.0,3.0,478.0,20.0,42.0,0.48,0.0,0.0,,20.0,42.0,0.48,0.48,21.0,31.0,0.68,31.0,64.0,95.0,9.0,7.0,36.0,23.0,63.0,61.0,0.0
