Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,30,662,WSB,Washington Bullets,Bob Dandridge,32,45,1457,14.8,0.49,0.02,0.21,4.3,12.7,8.5,18.2,0.9,1.3,13.4,24.9,0.5,1.2,1.7,0.06,0.2,-0.4,-0.2,0.7
1980,30,611,WSB,Washington Bullets,Dave Corzine,23,78,826,10.3,0.46,0.0,0.32,12.5,20.4,16.4,9.7,0.5,2.0,19.6,14.6,-0.1,0.9,0.9,0.05,-3.1,0.2,-3.0,-0.2
1980,30,1232,WSB,Washington Bullets,Elvin Hayes,34,81,3183,17.2,0.49,0.01,0.28,8.4,20.0,14.1,6.1,0.9,3.1,10.2,26.1,2.1,4.2,6.2,0.09,-0.2,-0.2,-0.4,1.2
1980,30,154,WSB,Washington Bullets,Greg Ballard,25,82,2438,18.1,0.53,0.04,0.21,9.8,16.6,13.1,9.7,1.7,0.8,10.0,21.6,4.1,2.8,6.9,0.14,1.9,0.1,2.0,2.5
1980,30,140,WSB,Washington Bullets,Gus Bailey,28,20,180,9.3,0.47,0.03,0.37,3.3,12.4,7.8,17.8,1.8,1.2,21.3,11.3,0.0,0.2,0.2,0.04,-3.0,1.3,-1.7,0.1
1980,30,552,WSB,Washington Bullets,Jim Cleamons,30,57,1535,10.7,0.52,0.06,0.26,2.8,5.9,4.3,20.7,1.3,0.3,17.8,13.3,1.2,0.9,2.1,0.06,-1.9,0.1,-1.8,0.1
1980,30,3187,WSB,Washington Bullets,John Williamson,28,30,603,10.2,0.46,0.04,0.14,2.3,5.2,3.7,10.0,0.8,0.9,11.5,27.9,-0.5,0.3,-0.2,-0.02,-3.3,-2.0,-5.4,-0.5
1980,30,1123,WSB,Washington Bullets,Kevin Grevey,26,65,1818,13.7,0.5,0.11,0.31,4.4,6.0,5.2,13.6,1.4,0.5,10.0,22.0,2.2,1.2,3.3,0.09,-0.3,-0.5,-0.8,0.6
1980,30,2337,WSB,Washington Bullets,Kevin Porter,29,70,1494,13.1,0.51,0.01,0.31,1.7,3.9,2.8,40.0,1.8,0.4,24.8,17.5,0.8,1.0,1.8,0.06,-0.5,-0.9,-1.5,0.2
1980,30,3244,WSB,Washington Bullets,Larry Wright,25,76,1286,13.3,0.51,0.03,0.22,3.1,6.5,4.8,23.9,1.8,0.7,16.5,20.1,0.8,1.0,1.8,0.07,-1.1,0.1,-1.0,0.3
1980,30,303,WSB,Washington Bullets,Lawrence Boston,23,13,125,12.6,0.48,0.0,0.25,15.1,16.2,15.7,2.3,1.5,0.8,12.2,20.7,0.1,0.1,0.2,0.08,-3.3,-0.7,-4.0,-0.1
1980,30,1663,WSB,Washington Bullets,Mitch Kupchak,25,40,451,9.7,0.48,0.01,0.47,7.0,16.4,11.7,4.7,0.8,0.9,17.2,20.4,-0.3,0.4,0.2,0.02,-3.8,-1.1,-4.9,-0.3
1980,30,523,WSB,Washington Bullets,Phil Chenier,29,20,470,10.1,0.44,0.03,0.19,2.1,7.1,4.6,12.4,1.8,0.6,11.1,21.9,-0.3,0.4,0.0,0.0,-3.2,-0.4,-3.6,-0.2
1980,30,2298,WSB,Washington Bullets,Roger Phegley,23,50,971,14.0,0.53,0.01,0.25,5.0,6.9,5.9,10.8,0.9,0.2,11.7,24.2,1.1,0.5,1.6,0.08,-0.8,-1.3,-2.0,0.0
1980,30,207,WSB,Washington Bullets,Ron Behagen,29,6,64,10.2,0.45,0.0,0.26,9.3,12.7,11.0,14.4,0.0,3.3,13.5,18.3,0.0,0.1,0.1,0.06,-3.7,0.3,-3.4,0.0
1980,30,1825,WSB,Washington Bullets,Steve Malovic,23,1,6,6.2,0.28,,,0.0,0.0,0.0,0.0,7.8,0.0,0.0,11.6,0.0,0.0,0.0,-0.04,-4.5,0.1,-4.4,0.0
1980,30,2941,WSB,Washington Bullets,Wes Unseld,33,82,2973,15.4,0.55,0.0,0.33,11.2,25.9,18.5,15.6,1.0,1.1,17.3,11.7,4.3,4.1,8.4,0.14,0.9,1.5,2.5,3.3
