Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,13,2666,LAC,Los Angeles Clippers,23.0,NBA,PF,71.0,56.0,30.4,6.1,12.4,0.5,0.0,0.0,0.0,6.1,12.3,0.5,0.5,4.0,5.5,0.72,2.4,4.1,6.5,1.5,1.0,1.3,2.1,3.8,16.3
1990,13,2666,LAC,Los Angeles Clippers,24.0,NBA,PF,78.0,76.0,35.0,7.6,14.7,0.52,0.0,0.2,0.08,7.6,14.5,0.52,0.52,5.8,7.3,0.79,2.3,4.4,6.7,1.5,1.1,1.5,2.1,3.8,21.1
1991,13,2666,LAC,Los Angeles Clippers,25.0,NBA,SF,74.0,74.0,36.5,7.4,15.8,0.47,0.0,0.1,0.0,7.4,15.7,0.47,0.47,5.2,6.5,0.79,2.9,5.3,8.2,1.8,1.1,2.0,2.2,3.6,20.0
1992,13,2666,LAC,Los Angeles Clippers,26.0,NBA,SF,49.0,25.0,26.7,5.1,11.0,0.47,0.0,0.1,0.0,5.1,10.9,0.47,0.47,4.3,5.5,0.78,1.9,4.2,6.1,1.1,0.8,2.0,1.4,3.2,14.6
1993,20,2666,NYK,New York Knicks,27.0,NBA,SF,81.0,68.0,26.8,4.4,9.4,0.47,0.0,0.0,0.0,4.4,9.4,0.47,0.47,3.5,4.5,0.78,2.1,3.2,5.3,1.8,0.6,1.2,1.9,3.1,12.4
1994,20,2666,NYK,New York Knicks,28.0,NBA,SF,43.0,21.0,25.7,4.1,9.2,0.44,0.2,0.4,0.5,3.9,8.9,0.44,0.45,2.0,2.8,0.72,1.5,2.3,3.8,1.2,0.6,1.0,1.5,3.3,10.4
1995,20,2666,NYK,New York Knicks,29.0,NBA,SF,76.0,58.0,28.3,4.6,9.8,0.47,0.1,0.4,0.23,4.5,9.4,0.48,0.48,3.4,4.2,0.79,1.9,2.4,4.3,1.6,0.6,1.3,1.9,3.8,12.7
1996,31,2666,TOT,Total After Trade,30.0,NBA,PF,73.0,34.0,23.5,3.3,7.9,0.42,0.0,0.2,0.13,3.3,7.7,0.43,0.42,1.6,2.2,0.73,1.8,3.1,5.0,0.9,0.7,1.1,1.5,3.1,8.3
1996,20,2666,NYK,New York Knicks,30.0,NBA,PF,41.0,4.0,21.7,2.8,7.2,0.39,0.0,0.4,0.13,2.7,6.8,0.4,0.39,1.8,2.5,0.71,1.4,2.5,3.9,0.7,0.4,1.2,1.5,3.0,7.4
1996,27,2666,SAS,San Antonio Spurs,30.0,NBA,PF,32.0,30.0,25.8,4.1,8.9,0.46,0.0,0.0,,4.1,8.9,0.46,0.46,1.4,1.9,0.77,2.3,4.0,6.3,1.1,1.0,0.9,1.4,3.1,9.6
1997,27,2666,SAS,San Antonio Spurs,31.0,NBA,PF,19.0,7.0,17.3,1.8,4.4,0.4,0.0,0.1,0.0,1.8,4.4,0.41,0.4,1.1,1.4,0.77,0.9,2.5,3.4,0.7,0.7,1.2,1.2,2.3,4.6
