Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,3.0,2987,NJN,New Jersey Nets,Jan van Breda Kolff,"December 16, 1951",28.0,NBA,SF,82.0,,2399.0,4.0,8.6,0.46,0.1,0.4,0.35,3.9,8.3,0.47,2.5,2.9,0.84,1.9,6.2,8.1,4.7,1.9,1.4,3.0,5.8,10.6,,100.0,102.0
1981,3.0,2987,NJN,New Jersey Nets,Jan van Breda Kolff,"December 16, 1951",29.0,NBA,SF,78.0,,1426.0,3.2,7.8,0.41,0.1,0.3,0.25,3.1,7.6,0.41,3.1,3.7,0.84,1.5,4.9,6.5,4.1,1.2,1.6,3.5,6.8,9.6,,91.0,107.0
1982,3.0,2987,NJN,New Jersey Nets,Jan van Breda Kolff,"December 16, 1951",30.0,NBA,SF,41.0,0.0,452.0,4.2,8.4,0.5,0.0,0.2,0.0,4.2,8.2,0.51,6.4,7.8,0.82,1.8,3.2,4.9,3.3,1.2,1.3,3.0,6.5,14.8,,114.0,105.0
1983,3.0,2987,NJN,New Jersey Nets,Jan van Breda Kolff,"December 16, 1951",31.0,NBA,SF,13.0,0.0,63.0,3.7,10.3,0.36,0.0,0.0,,3.7,10.3,0.36,3.7,4.4,0.83,1.5,8.1,9.5,3.7,1.5,1.5,2.2,6.6,11.0,,99.0,98.0
