Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS
2017,19,NOP,New Orleans Pelicans,34,48,0.42,4th of 5,-1.69,98.0,1.6,105.2,-3.6,107.4,-1.4,,A. Gentry (34-48),A. Davis (11.0)
