Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,25.0,LAL,NBA,C,7.0,0.0,37.0,2.9,8.8,0.333,0.0,0.0,,2.9,8.8,0.333,3.9,7.8,0.5,2.9,2.9,5.8,1.0,3.9,5.8,1.9,10.7,9.7
1986,26.0,DET,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,27.0,DET,NBA,C,3.0,0.0,10.0,3.6,18.0,0.2,0.0,0.0,,3.6,18.0,0.2,7.2,7.2,1.0,3.6,18.0,21.6,0.0,0.0,10.8,10.8,3.6,14.4
1988,28.0,DET,NBA,C,3.0,0.0,4.0,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.0,0.0,,18.0,9.0,27.0,0.0,0.0,0.0,9.0,9.0,18.0
1989,29.0,HOU,NBA,C,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
