Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1992,2,BOS,Boston Celtics,51,31,.622,—,106.6,103.0,3.41
1992,20,NYK,New York Knicks,51,31,.622,—,101.6,97.7,3.67
1992,3,NJN,New Jersey Nets,40,42,.488,11.0,105.4,107.1,-1.54
1992,16,MIA,Miami Heat,38,44,.463,13.0,105.0,109.2,-3.94
1992,23,PHI,Philadelphia 76Ers,35,47,.427,16.0,101.9,103.2,-1.34
1992,30,WSB,Washington Bullets,25,57,.305,26.0,102.4,106.8,-4.35
1992,22,ORL,Orlando Magic,21,61,.256,30.0,101.6,108.5,-6.52
1992,5,CHI,Chicago Bulls,67,15,.817,—,109.9,99.5,10.07
1992,6,CLE,Cleveland Cavaliers,57,25,.695,10.0,108.9,103.4,5.34
1992,9,DET,Detroit Pistons,48,34,.585,19.0,98.9,96.9,2.06
1992,12,IND,Indiana Pacers,40,42,.488,27.0,112.2,110.3,1.85
1992,1,ATL,Atlanta Hawks,38,44,.463,29.0,106.2,107.7,-1.15
1992,17,MIL,Milwaukee Bucks,31,51,.378,36.0,105.0,106.7,-1.46
1992,4,CHO,Charlotte Hornets,31,51,.378,36.0,109.5,113.4,-3.57
