SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,14,LAL,Los Angeles Lakers,82,19830,40.7,84.5,0.48,6.4,18.3,0.35,34.3,66.2,0.52,24.1,35.5,0.68,14.0,32.0,45.9,26.0,9.5,7.2,16.2,24.0,111.9
1998,18,MIN,Minnesota Timberwolves,82,19930,41.1,89.0,0.46,3.9,11.4,0.35,37.1,77.7,0.48,21.8,29.3,0.74,13.8,31.6,45.4,26.9,8.3,5.6,14.8,24.5,107.8
1998,29,UTA,Utah Jazz,82,19780,40.7,83.2,0.49,3.4,9.1,0.37,37.3,74.1,0.5,27.8,36.0,0.77,13.1,32.7,45.8,28.2,8.8,5.6,17.1,26.7,112.7
1998,21,SEA,Seattle Supersonics,82,19755,41.3,87.4,0.47,8.4,21.2,0.4,32.9,66.1,0.5,20.6,28.5,0.72,12.6,30.1,42.7,26.9,10.9,5.1,15.5,24.5,111.6
1998,3,NJN,New Jersey Nets,82,19880,40.5,91.9,0.44,4.1,12.4,0.33,36.4,79.4,0.46,23.2,31.2,0.74,17.8,28.3,46.2,22.3,10.3,4.2,15.6,25.4,108.3
1998,24,PHO,Phoenix Suns,82,19955,41.3,88.3,0.47,5.7,15.9,0.36,35.6,72.3,0.49,19.2,25.6,0.75,13.0,32.3,45.3,27.9,9.9,5.6,16.3,23.2,107.4
1998,11,HOU,Houston Rockets,82,19830,39.2,86.6,0.45,7.6,22.2,0.34,31.6,64.4,0.49,21.7,28.2,0.77,13.1,31.3,44.4,23.9,9.1,3.9,17.3,22.0,107.7
1998,30,WAS,Washington Wizards,82,19805,40.6,89.9,0.45,4.2,12.5,0.34,36.4,77.4,0.47,19.7,28.5,0.69,14.8,30.9,45.7,25.1,9.1,5.0,15.3,24.3,105.2
1998,5,CHI,Chicago Bulls,82,19855,41.6,92.4,0.45,4.2,13.1,0.32,37.4,79.3,0.47,20.3,27.3,0.74,16.9,33.1,50.0,26.5,9.5,4.8,16.0,23.0,107.7
1998,4,CHO,Charlotte Hornets,82,19780,40.3,86.1,0.47,4.7,12.3,0.38,35.6,73.8,0.48,22.3,29.7,0.75,13.4,31.8,45.1,26.3,9.4,4.2,16.9,23.8,107.5
