Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1990,24,1728,PHO,Phoenix Suns,23.0,NBA,SG,11.0,0.0,83.0,6.3,16.7,0.38,0.0,0.6,0.0,6.3,16.1,0.39,3.4,3.4,1.0,2.3,2.3,4.6,3.4,1.1,0.0,2.3,6.9,16.1,,97.0,111.0
1991,8,1728,DEN,Denver Nuggets,24.0,NBA,SG,10.0,0.0,148.0,7.1,20.5,0.35,0.9,3.4,0.25,6.3,17.1,0.37,1.4,1.7,0.83,2.3,2.9,5.1,3.4,0.6,0.0,1.1,5.7,16.5,,94.0,120.0
1993,31,1728,TOT,Total After Trade,26.0,NBA,SG,33.0,0.0,635.0,8.0,18.3,0.44,1.7,4.9,0.34,6.3,13.4,0.47,4.3,5.4,0.8,1.9,2.6,4.5,3.5,1.8,0.5,2.1,4.8,22.0,,111.0,117.0
1993,29,1728,UTA,Utah Jazz,26.0,NBA,SG,3.0,0.0,5.0,9.9,29.8,0.33,0.0,0.0,,9.9,29.8,0.33,0.0,0.0,,0.0,9.9,9.9,0.0,0.0,0.0,0.0,0.0,19.9,,74.0,110.0
1993,7,1728,DAL,Dallas Mavericks,26.0,NBA,SG,30.0,0.0,630.0,8.0,18.2,0.44,1.7,5.0,0.34,6.3,13.2,0.47,4.4,5.4,0.8,1.9,2.5,4.4,3.5,1.8,0.5,2.1,4.8,22.0,,111.0,117.0
1994,7,1728,DAL,Dallas Mavericks,27.0,NBA,SG,79.0,0.0,1322.0,8.9,20.3,0.44,2.0,5.3,0.37,6.9,14.9,0.46,5.5,6.5,0.84,1.4,3.5,4.9,4.6,2.0,0.5,2.3,5.1,25.2,,115.0,111.0
1995,10,1728,GSW,Golden State Warriors,28.0,NBA,SG,24.0,0.0,371.0,7.9,15.2,0.52,3.4,6.6,0.52,4.5,8.6,0.52,4.0,4.5,0.88,1.6,3.7,5.3,3.6,1.6,0.1,2.6,4.4,23.3,,126.0,115.0
1996,30,1728,WSB,Washington Bullets,29.0,NBA,SG,77.0,0.0,1775.0,6.7,13.3,0.51,3.7,7.1,0.52,3.0,6.2,0.49,3.8,4.4,0.86,0.8,3.2,4.0,3.9,1.3,0.3,1.3,4.1,20.9,,138.0,111.0
1997,30,1728,WSB,Washington Bullets,30.0,NBA,SG,15.0,0.0,182.0,4.3,13.7,0.31,2.3,8.3,0.28,2.0,5.4,0.37,1.7,2.0,0.86,0.0,6.0,6.0,2.0,0.9,1.4,2.6,6.0,12.6,,83.0,107.0
1998,30,1728,WAS,Washington Wizards,31.0,NBA,SG,8.0,0.0,76.0,2.1,13.1,0.16,0.0,4.1,0.0,2.1,8.9,0.23,2.1,2.8,0.75,1.4,1.4,2.8,2.1,0.7,0.0,2.8,7.6,6.2,,53.0,111.0
1999,30,1728,WAS,Washington Wizards,32.0,NBA,SG,30.0,0.0,377.0,7.2,16.3,0.44,2.0,5.0,0.4,5.2,11.3,0.46,0.4,0.9,0.5,1.1,4.5,5.7,3.0,0.6,0.4,2.0,6.0,16.9,,99.0,108.0
