PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Tracy McGrady,21,4,4,178,14.8,35.7,0.415,0.6,2.9,0.2,14.2,32.8,0.434,9.0,11.0,0.816,1.7,5.8,7.6,9.6,2.0,1.5,2.3,3.2,39.2,,110,114
Darrell Armstrong,32,4,4,167,5.3,13.9,0.37799999999999995,2.2,5.9,0.368,3.1,8.0,0.385,3.7,4.0,0.9229999999999999,1.5,5.3,6.8,5.9,2.5,0.6,3.4,3.1,16.4,,103,114
Bo Outlaw,29,4,4,134,6.2,10.0,0.615,0.0,0.0,,6.2,10.0,0.615,0.8,4.2,0.182,4.2,12.0,16.2,3.5,1.9,2.3,3.5,5.8,13.1,,99,108
Pat Garrity,24,4,0,117,7.5,15.9,0.47200000000000003,4.4,8.8,0.5,3.1,7.1,0.43799999999999994,1.8,2.2,0.8,0.4,1.8,2.2,0.9,0.0,0.4,0.9,4.9,21.2,,123,123
Mike Miller,20,4,4,112,8.8,22.2,0.396,3.2,8.3,0.389,5.5,13.8,0.4,1.4,1.8,0.75,2.3,6.0,8.3,3.2,0.0,1.4,1.4,6.0,22.2,,104,118
Troy Hudson,24,4,0,56,5.5,19.4,0.28600000000000003,0.0,2.8,0.0,5.5,16.6,0.33299999999999996,4.6,5.5,0.833,4.6,3.7,8.3,8.3,0.9,0.0,2.8,2.8,15.7,,92,119
Dee Brown,32,3,0,54,5.7,12.4,0.462,5.7,10.5,0.545,0.0,1.9,0.0,0.0,0.0,,0.0,2.9,2.9,3.8,1.9,0.0,1.0,2.9,17.2,,135,118
Andrew DeClercq,27,4,4,54,7.7,13.4,0.5710000000000001,0.0,0.0,,7.7,13.4,0.5710000000000001,3.8,7.7,0.5,6.7,8.6,15.3,1.0,1.9,1.9,1.9,16.3,19.1,,117,110
Michael Doleac,23,4,0,45,6.9,18.4,0.375,0.0,0.0,,6.9,18.4,0.375,0.0,0.0,,4.6,11.5,16.1,1.1,3.4,0.0,2.3,11.5,13.8,,83,106
John Amaechi,30,4,0,29,5.3,14.3,0.375,0.0,0.0,,5.3,14.3,0.375,5.3,7.1,0.75,1.8,3.6,5.3,5.3,5.3,3.6,0.0,3.6,16.0,,116,107
Don Reid,27,3,0,25,8.3,10.3,0.8,0.0,2.1,0.0,8.3,8.3,1.0,4.1,12.4,0.33299999999999996,10.3,12.4,22.7,0.0,2.1,4.1,4.1,18.6,20.7,,113,105
Monty Williams,29,3,0,14,11.1,14.8,0.75,0.0,0.0,,11.1,14.8,0.75,3.7,11.1,0.33299999999999996,14.8,7.4,22.2,0.0,0.0,7.4,3.7,7.4,25.9,,123,112
