SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,11,HOU,Hakeem Olajuwon,25,4,4,162,56,98,0.57,0,1,0.0,56,97,0.58,0.57,38,43,0.88,20,47,67,7,9,11,9,14,150
1988,11,HOU,Rodney McCray,26,4,4,159,12,31,0.39,0,1,0.0,12,30,0.4,0.39,8,12,0.67,15,12,27,9,4,3,7,12,32
1988,11,HOU,Sleepy Floyd,27,4,4,154,26,61,0.43,4,8,0.5,22,53,0.42,0.46,19,22,0.86,3,4,7,34,8,0,12,10,75
1988,11,HOU,Joe Barry Carroll,29,4,4,116,18,47,0.38,0,0,,18,47,0.38,0.38,8,10,0.8,8,11,19,2,3,1,5,12,44
1988,11,HOU,Robert Reid,32,4,4,114,15,33,0.46,3,7,0.43,12,26,0.46,0.5,2,3,0.67,3,12,15,8,2,0,3,13,35
1988,11,HOU,Jim Petersen,25,4,0,98,12,23,0.52,0,0,,12,23,0.52,0.52,7,12,0.58,7,14,21,6,1,2,4,11,31
1988,11,HOU,Purvis Short,30,4,0,71,7,26,0.27,0,1,0.0,7,25,0.28,0.27,8,8,1.0,4,5,9,1,1,0,4,8,22
1988,11,HOU,Allen Leavell,30,4,0,38,7,19,0.37,2,6,0.33,5,13,0.38,0.42,4,4,1.0,0,3,3,9,2,0,6,6,20
1988,11,HOU,Buck Johnson,24,4,0,20,2,3,0.67,0,0,,2,3,0.67,0.67,1,2,0.5,2,2,4,0,1,0,4,1,5
1988,11,HOU,Cedric Maxwell,32,4,0,15,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,0,1,1,0,0,0,1,2
1988,11,HOU,World B. Free,34,2,0,12,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,1,1,2,1,0,0,3,2,0
1988,11,HOU,Lester Conner,28,1,0,1,0,0,,0,0,,0,0,,,2,2,1.0,0,1,1,1,1,0,0,0,2
