SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,27,SAS,Alvin Robertson,25,3,3,119,30,53,0.57,3,7,0.43,27,46,0.59,0.59,7,9,0.78,5,9,14,28,12,1,9,15,70
1988,27,SAS,Frank Brickowski,28,3,3,113,22,44,0.5,1,1,1.0,21,43,0.49,0.51,13,19,0.68,7,15,22,14,6,2,9,12,58
1988,27,SAS,Greg Anderson,23,3,3,95,17,36,0.47,0,0,,17,36,0.47,0.47,4,9,0.44,6,15,21,3,2,4,10,10,38
1988,27,SAS,Walter Berry,23,3,0,94,27,50,0.54,0,1,0.0,27,49,0.55,0.54,12,15,0.8,13,8,21,6,5,2,11,10,66
1988,27,SAS,Jon Sundvold,26,3,3,90,15,30,0.5,3,9,0.33,12,21,0.57,0.55,2,3,0.67,1,3,4,15,4,0,3,3,35
1988,27,SAS,Mike Mitchell,32,3,3,74,13,37,0.35,0,0,,13,37,0.35,0.35,5,6,0.83,6,9,15,4,1,1,5,5,31
1988,27,SAS,Johnny Dawkins,24,3,0,53,6,23,0.26,0,2,0.0,6,21,0.29,0.26,3,4,0.75,1,2,3,5,2,0,1,2,15
1988,27,SAS,Ed Nealy,27,2,0,36,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,3,4,7,4,1,0,1,6,4
1988,27,SAS,Kurt Nimphius,29,3,0,30,5,10,0.5,0,0,,5,10,0.5,0.5,2,2,1.0,3,5,8,2,0,1,0,7,12
1988,27,SAS,Ricky Wilson,23,2,0,9,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,0,0,0,1,0,0,1,2,0
1988,27,SAS,Petur Guomundsson,29,2,0,6,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,0,0,0,1,0,0,3,0,0
1988,27,SAS,Phil Zevenbergen,23,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
