SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,7,DAL,Rolando Blackman,28,17,17,672,126,261,0.48,0,3,0.0,126,258,0.49,0.48,55,62,0.89,26,29,55,77,15,3,25,28,307
1988,7,DAL,Derek Harper,26,17,17,602,89,202,0.44,9,36,0.25,80,166,0.48,0.46,43,59,0.73,11,32,43,121,32,5,32,44,230
1988,7,DAL,Sam Perkins,26,17,17,572,88,195,0.45,1,7,0.14,87,188,0.46,0.45,53,66,0.8,39,73,112,31,25,17,30,51,230
1988,7,DAL,Roy Tarpley,23,17,0,563,125,241,0.52,0,3,0.0,125,238,0.52,0.52,54,73,0.74,88,131,219,30,21,26,32,69,304
1988,7,DAL,Mark Aguirre,28,17,17,558,147,294,0.5,13,34,0.38,134,260,0.52,0.52,60,86,0.7,34,66,100,56,14,9,41,49,367
1988,7,DAL,James Donaldson,30,17,17,499,68,104,0.65,0,0,,68,104,0.65,0.65,22,37,0.6,47,99,146,12,7,15,29,41,158
1988,7,DAL,Brad Davis,32,17,0,295,42,70,0.6,1,5,0.2,41,65,0.63,0.61,24,26,0.92,1,19,20,55,3,5,29,34,109
1988,7,DAL,Detlef Schrempf,25,15,0,274,40,86,0.46,1,3,0.33,39,83,0.47,0.47,36,51,0.71,25,30,55,24,8,7,21,29,117
1988,7,DAL,Bill Wennington,24,6,0,14,0,4,0.0,0,0,,0,4,0.0,0.0,0,0,,3,1,4,1,1,0,1,5,0
1988,7,DAL,Steve Alford,23,4,0,12,3,8,0.38,0,2,0.0,3,6,0.5,0.38,0,0,,1,1,2,2,0,0,1,0,6
1988,7,DAL,Jim Farmer,23,3,0,11,2,6,0.33,0,0,,2,6,0.33,0.33,0,0,,3,1,4,1,0,0,2,2,4
1988,7,DAL,Uwe Blab,25,3,0,8,0,2,0.0,0,0,,0,2,0.0,0.0,2,2,1.0,1,0,1,1,0,0,1,1,2
