Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,7,1199,DAL,Dallas Mavericks,Devin Harris,"February 27, 1983",21.0,NBA,PG,76.0,1173.0,14.7,0.53,0.36,0.28,2.7,6.9,4.9,22.5,3.4,1.2,16.6,18.8,1.1,1.6,2.7,0.11,-0.1,2.0,1.9,1.2
2006,7,1199,DAL,Dallas Mavericks,Devin Harris,"February 27, 1983",22.0,NBA,PG,56.0,1275.0,17.4,0.54,0.05,0.58,2.5,9.2,5.9,23.4,2.3,1.0,14.2,21.7,2.3,1.4,3.7,0.14,0.8,0.6,1.4,1.1
2007,7,1199,DAL,Dallas Mavericks,Devin Harris,"February 27, 1983",23.0,NBA,PG,80.0,2081.0,16.0,0.57,0.08,0.44,2.7,8.5,5.7,22.9,2.5,0.8,17.1,19.1,3.7,2.9,6.5,0.15,-0.3,1.6,1.2,1.7
2008,31,1199,TOT,Total After Trade,Devin Harris,"February 27, 1983",24.0,NBA,PG,64.0,2022.0,17.5,0.57,0.24,0.43,1.6,8.2,5.0,31.1,2.4,0.4,16.3,22.6,3.6,1.9,5.6,0.13,1.2,-0.2,1.0,1.5
2008,7,1199,DAL,Dallas Mavericks,Devin Harris,"February 27, 1983",24.0,NBA,PG,39.0,1184.0,18.0,0.59,0.18,0.51,1.7,7.0,4.4,28.6,2.5,0.1,16.4,22.3,2.6,1.3,3.9,0.16,1.2,0.2,1.4,1.0
2008,3,1199,NJN,New Jersey Nets,Devin Harris,"February 27, 1983",24.0,NBA,PG,25.0,838.0,16.7,0.55,0.32,0.34,1.5,9.8,5.7,34.7,2.1,0.7,16.2,23.0,1.1,0.6,1.7,0.1,1.2,-0.9,0.3,0.5
2009,3,1199,NJN,New Jersey Nets,Devin Harris,"February 27, 1983",25.0,NBA,PG,69.0,2494.0,21.6,0.56,0.21,0.58,1.4,9.7,5.5,34.4,2.4,0.4,14.0,28.4,5.9,1.7,7.5,0.14,3.3,-0.5,2.8,3.0
2010,3,1199,NJN,New Jersey Nets,Devin Harris,"February 27, 1983",26.0,NBA,PG,64.0,2221.0,16.2,0.51,0.24,0.44,1.2,9.7,5.3,34.6,1.9,0.6,14.7,25.5,1.5,1.2,2.7,0.06,0.7,-1.5,-0.8,0.7
2011,31,1199,TOT,Total After Trade,Devin Harris,"February 27, 1983",27.0,NBA,PG,71.0,2254.0,17.2,0.55,0.22,0.49,0.9,8.2,4.5,38.2,1.7,0.2,17.3,24.6,3.2,1.0,4.2,0.09,1.9,-1.3,0.6,1.5
2011,3,1199,NJN,New Jersey Nets,Devin Harris,"February 27, 1983",27.0,NBA,PG,54.0,1724.0,17.6,0.54,0.18,0.5,0.7,8.3,4.4,41.2,1.8,0.2,17.5,24.4,2.6,0.9,3.4,0.1,2.0,-0.8,1.2,1.4
2011,29,1199,UTA,Utah Jazz,Devin Harris,"February 27, 1983",27.0,NBA,PG,17.0,530.0,15.7,0.55,0.35,0.47,1.4,7.8,4.6,28.3,1.3,0.3,16.8,25.2,0.7,0.1,0.8,0.07,1.5,-3.0,-1.5,0.1
2012,29,1199,UTA,Utah Jazz,Devin Harris,"February 27, 1983",28.0,NBA,PG,63.0,1741.0,16.0,0.56,0.39,0.39,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,3.3,0.8,4.2,0.12,1.6,-0.8,0.8,1.2
