Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
7,1124,Adrian Griffin,"July 4, 1974",48.0,11.0,632.0,74.0,152.0,0.49,1.0,5.0,0.2,73.0,147.0,0.5,0.49,13.0,17.0,0.76,53.0,92.0,145.0,45.0,27.0,3.0,26.0,87.0,162.0,0
