Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1988,7,24,DAL,Dallas Mavericks,24,Mark Aguirre,SF,6-6,232,"December 10, 1959",US,6,DePaul
1988,7,45,DAL,Dallas Mavericks,2,Steve Alford,PG,6-2,183,"November 23, 1964",US,R,Indiana
1988,7,251,DAL,Dallas Mavericks,33,Uwe Blab,C,7-1,252,"March 26, 1962",DE,2,Indiana
1988,7,254,DAL,Dallas Mavericks,22,Rolando Blackman,SG,6-6,190,"February 26, 1959",PA,6,Kansas State
1988,7,680,DAL,Dallas Mavericks,15,Brad Davis,PG,6-3,180,"December 17, 1955",US,10,Maryland
1988,7,756,DAL,Dallas Mavericks,40,James Donaldson,C,7-2,275,"August 16, 1957",GB,7,Washington State
1988,7,892,DAL,Dallas Mavericks,20,Jim Farmer,SG,6-4,190,"September 23, 1964",US,R,Alabama
1988,7,1188,DAL,Dallas Mavericks,12,Derek Harper,PG,6-4,185,"October 13, 1961",US,4,Illinois
1988,7,2287,DAL,Dallas Mavericks,44,Sam Perkins,PF,6-9,235,"June 14, 1961",US,3,UNC
1988,7,2578,DAL,Dallas Mavericks,32,Detlef Schrempf,SF,6-10,235,"January 21, 1963",DE,2,Washington
1988,7,2806,DAL,Dallas Mavericks,42,Roy Tarpley,PF,6-11,230,"November 28, 1964",US,1,Michigan
1988,7,3071,DAL,Dallas Mavericks,23,Bill Wennington,C,7-0,245,"April 26, 1963",CA,2,St. John's
