Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,27.0,2461,SAS,San Antonio Spurs,23.0,NBA,PF,79,8,19.4,2.7,5.1,0.536,0.0,0.1,0.25,2.7,5.0,0.539,0.538,1.8,2.2,0.837,1.3,2.6,3.8,1.2,0.7,0.5,1.3,2.8,7.3
1985,31.0,2461,TOT,Total After Trade,24.0,NBA,PF,74,0,15.9,2.8,5.6,0.498,0.0,0.0,1.0,2.8,5.6,0.496,0.499,2.0,2.5,0.824,1.1,1.5,2.5,1.2,0.4,0.3,1.2,1.9,7.7
1985,27.0,2461,SAS,San Antonio Spurs,24.0,NBA,PF,22,0,13.9,2.0,4.5,0.449,0.0,0.0,,2.0,4.5,0.449,0.449,1.3,1.7,0.763,0.5,1.1,1.6,1.0,0.5,0.5,1.0,2.0,5.3
1985,29.0,2461,UTA,Utah Jazz,24.0,NBA,PF,52,0,16.8,3.2,6.2,0.513,0.0,0.0,1.0,3.1,6.1,0.511,0.514,2.3,2.8,0.84,1.3,1.6,2.9,1.3,0.3,0.2,1.3,1.8,8.7
1986,29.0,2461,UTA,Utah Jazz,25.0,NBA,PF,58,0,8.1,1.3,2.9,0.443,0.0,0.0,0.5,1.3,2.8,0.442,0.446,1.2,1.5,0.77,0.5,0.8,1.4,0.5,0.1,0.1,0.9,1.2,3.7
1987,2.0,2461,BOS,Boston Celtics,26.0,NBA,PF,73,11,14.8,1.9,3.7,0.515,0.0,0.0,0.0,1.9,3.7,0.521,0.515,1.7,2.1,0.81,0.7,1.9,2.6,0.8,0.3,0.3,1.2,1.8,5.5
1988,2.0,2461,BOS,Boston Celtics,27.0,NBA,PF,74,14,13.9,2.2,4.5,0.488,0.0,0.1,0.0,2.2,4.4,0.497,0.488,1.7,2.2,0.776,0.8,1.4,2.2,1.1,0.2,0.2,0.9,1.6,6.1
1989,17.0,2461,MIL,Milwaukee Bucks,28.0,NBA,PF,71,3,17.6,2.2,4.5,0.486,0.0,0.2,0.214,2.1,4.3,0.498,0.491,1.5,1.8,0.806,1.0,2.0,2.9,0.9,0.5,0.3,1.1,1.8,5.9
1990,17.0,2461,MIL,Milwaukee Bucks,29.0,NBA,PF,82,66,27.3,4.0,8.1,0.495,0.0,0.1,0.182,4.0,8.0,0.501,0.497,2.4,3.0,0.783,1.3,2.5,3.8,1.8,0.7,0.3,1.6,2.6,10.5
1991,17.0,2461,MIL,Milwaukee Bucks,30.0,NBA,PF,82,82,25.8,4.4,8.2,0.533,0.0,0.3,0.16,4.3,7.9,0.547,0.536,2.1,2.5,0.813,1.3,2.1,3.4,1.6,0.8,0.4,1.6,2.3,10.8
1992,17.0,2461,MIL,Milwaukee Bucks,31.0,NBA,PF,80,63,21.8,3.9,8.1,0.482,0.2,0.5,0.514,3.7,7.6,0.48,0.497,1.6,2.1,0.749,1.3,1.9,3.2,1.5,0.7,0.5,1.5,2.2,9.6
1993,17.0,2461,MIL,Milwaukee Bucks,32.0,NBA,C,79,5,18.8,2.9,5.4,0.528,0.2,0.4,0.414,2.7,5.1,0.536,0.542,1.7,2.1,0.799,1.2,1.8,3.0,1.5,0.7,0.3,0.8,1.7,7.6
1995,6.0,2461,CLE,Cleveland Cavaliers,34.0,NBA,SF,21,0,10.6,1.3,3.4,0.389,0.2,0.5,0.364,1.1,2.9,0.393,0.417,1.0,1.2,0.769,0.6,1.0,1.6,0.4,0.3,0.1,0.3,1.2,3.8
1996,14.0,2461,LAL,Los Angeles Lakers,35.0,NBA,C,33,1,9.6,1.5,2.9,0.495,0.1,0.4,0.286,1.3,2.5,0.53,0.515,0.7,0.8,0.786,0.5,0.9,1.4,0.8,0.5,0.1,0.7,0.7,3.7
1997,7.0,2461,DAL,Dallas Mavericks,36.0,NBA,PF,12,0,3.3,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.8,1.2,0.714,0.2,0.7,0.8,0.0,0.0,0.1,0.4,0.2,1.8
