Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,12,2589,IND,Indiana Pacers,Malik Sealy,"February 1, 1970",22.0,NBA,SF,58.0,672.0,12.7,0.47,0.1,0.23,9.9,8.4,9.1,10.7,2.7,0.7,14.2,25.8,-0.4,0.5,0.2,0.01,-1.8,-1.1,-2.8,-0.1
1994,12,2589,IND,Indiana Pacers,Malik Sealy,"February 1, 1970",23.0,NBA,SF,43.0,623.0,12.1,0.46,0.06,0.32,8.3,13.4,11.0,12.4,2.6,0.9,14.0,25.6,-0.3,0.9,0.6,0.04,-3.0,-0.1,-3.1,-0.2
1995,13,2589,LAC,Los Angeles Clippers,Malik Sealy,"February 1, 1970",24.0,NBA,SG,60.0,1604.0,14.7,0.51,0.11,0.33,5.3,10.8,7.8,11.3,2.3,1.1,9.8,23.1,1.1,1.0,2.1,0.06,-0.8,-0.4,-1.2,0.3
1996,13,2589,LAC,Los Angeles Clippers,Malik Sealy,"February 1, 1970",25.0,NBA,SF,62.0,1601.0,13.8,0.48,0.15,0.28,5.6,12.5,9.0,11.6,2.7,1.3,13.3,23.7,-0.2,1.4,1.2,0.04,-1.6,-0.2,-1.9,0.1
1997,13,2589,LAC,Los Angeles Clippers,Malik Sealy,"February 1, 1970",26.0,NBA,SG,80.0,2456.0,13.7,0.5,0.24,0.31,2.7,8.8,5.7,11.2,2.7,1.4,12.6,22.3,1.1,2.1,3.2,0.06,-1.0,0.2,-0.8,0.7
1998,9,2589,DET,Detroit Pistons,Malik Sealy,"February 1, 1970",27.0,NBA,SF,77.0,1641.0,12.8,0.5,0.08,0.36,3.5,12.5,7.9,10.4,2.2,0.9,11.9,18.8,1.2,2.0,3.2,0.09,-1.5,0.9,-0.6,0.6
1999,18,2589,MIN,Minnesota Timberwolves,Malik Sealy,"February 1, 1970",28.0,NBA,SF,31.0,731.0,11.1,0.49,0.1,0.26,3.3,11.4,7.0,7.8,2.2,0.5,11.3,17.5,0.4,0.7,1.1,0.07,-2.9,0.4,-2.6,-0.1
