Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2008,21,806,SEA,Seattle Supersonics,Kevin Durant,"September 29, 1988",19.0,NBA,SG,80.0,80.0,2768.0,10.6,24.6,0.43,1.1,3.7,0.29,9.5,20.9,0.46,7.0,8.1,0.87,1.3,5.0,6.3,3.5,1.4,1.3,4.2,2.2,29.2,100.0,110.0
2009,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",20.0,NBA,SF,74.0,74.0,2885.0,11.7,24.7,0.48,1.7,4.1,0.42,10.0,20.6,0.49,8.0,9.3,0.86,1.4,7.2,8.6,3.6,1.7,0.9,4.0,2.4,33.3,111.0,109.0
2010,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",21.0,NBA,SF,82.0,82.0,3239.0,12.6,26.6,0.48,2.0,5.6,0.36,10.6,21.0,0.51,12.0,13.4,0.9,1.7,8.2,9.9,3.7,1.8,1.3,4.3,2.7,39.4,118.0,104.0
2011,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",22.0,NBA,SF,78.0,78.0,3038.0,12.1,26.2,0.46,2.5,7.1,0.35,9.6,19.2,0.5,10.1,11.5,0.88,1.0,8.1,9.1,3.6,1.5,1.3,3.7,2.7,36.8,115.0,107.0
2012,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",23.0,NBA,SF,66.0,66.0,2546.0,13.0,26.3,0.5,2.7,7.0,0.39,10.3,19.3,0.54,8.7,10.2,0.86,0.8,9.9,10.7,4.7,1.8,1.6,5.0,2.7,37.5,114.0,101.0
2013,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",24.0,NBA,SF,81.0,81.0,3119.0,12.1,23.6,0.51,2.3,5.5,0.42,9.8,18.1,0.54,11.2,12.4,0.9,0.8,9.8,10.6,6.2,1.9,1.7,4.6,2.4,37.6,122.0,100.0
2014,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",25.0,NBA,SF,81.0,81.0,3122.0,13.7,27.2,0.5,3.1,7.9,0.39,10.6,19.3,0.55,11.3,13.0,0.87,0.9,8.7,9.6,7.2,1.7,1.0,4.6,2.8,41.8,123.0,104.0
2015,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",26.0,NBA,SF,27.0,27.0,913.0,13.1,25.6,0.51,3.5,8.7,0.4,9.6,16.9,0.56,8.0,9.4,0.85,0.9,8.9,9.8,6.0,1.3,1.4,4.1,2.2,37.7,121.0,105.0
2016,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",27.0,NBA,SF,72.0,72.0,2578.0,13.4,26.6,0.5,3.6,9.3,0.39,9.9,17.3,0.57,8.6,9.6,0.9,0.9,10.5,11.3,7.0,1.3,1.6,4.8,2.6,39.1,122.0,104.0
2017,10,806,GSW,Golden State Warriors,Kevin Durant,"September 29, 1988",28.0,NBA,PF,62.0,62.0,2070.0,12.8,23.8,0.54,2.7,7.3,0.38,10.1,16.6,0.61,7.8,8.9,0.88,0.9,11.0,11.9,7.0,1.5,2.3,3.2,2.7,36.1,125.0,101.0
2018,10,806,GSW,Golden State Warriors,Kevin Durant,"September 29, 1988",29.0,NBA,SF,68.0,68.0,2325.0,13.1,25.3,0.52,3.6,8.6,0.42,9.5,16.8,0.56,7.4,8.4,0.89,0.6,9.0,9.6,7.6,1.0,2.5,4.3,2.8,37.1,119.0,107.0
2019,10,806,GSW,Golden State Warriors,Kevin Durant,"September 29, 1988",30.0,NBA,SF,78.0,78.0,2702.0,12.7,24.4,0.52,2.4,6.8,0.35,10.3,17.5,0.59,7.9,8.9,0.88,0.6,8.2,8.8,8.0,1.0,1.5,4.0,2.7,35.7,121.0,110.0
2021,3,806,BRK,Brooklyn Nets,Kevin Durant,"September 29, 1988",32.0,NBA,PF,18.0,17.0,646.0,13.2,24.9,0.53,3.5,7.8,0.45,9.6,17.0,0.57,9.0,10.3,0.87,0.5,9.3,9.8,6.9,1.0,1.8,4.6,3.1,38.8,121.0,113.0
