PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jrue Holiday,22.0,78,78.0,2926,555,1288,0.431,91,247,0.368,464,1041,0.446,0.466,182,242,0.752,89,240,329,625,123,32,292,170,1383
Evan Turner,24.0,82,82.0,2892,441,1053,0.419,58,159,0.365,383,894,0.428,0.446,154,208,0.74,56,461,517,354,71,17,187,197,1094
Thaddeus Young,24.0,76,76.0,2629,509,958,0.531,1,8,0.125,508,950,0.535,0.532,108,188,0.574,182,389,571,125,133,55,90,191,1127
Spencer Hawes,24.0,82,40.0,2233,376,811,0.46399999999999997,31,87,0.35600000000000004,345,724,0.47700000000000004,0.483,122,157,0.777,173,417,590,183,24,113,131,233,905
Dorell Wright,27.0,79,8.0,1783,237,599,0.396,135,361,0.374,102,238,0.429,0.508,120,141,0.851,42,260,302,150,62,35,64,98,729
Lavoy Allen,23.0,79,37.0,1669,206,454,0.45399999999999996,0,1,0.0,206,453,0.455,0.45399999999999996,43,60,0.7170000000000001,159,236,395,73,24,55,55,180,455
Nick Young,27.0,59,17.0,1411,224,542,0.413,75,210,0.35700000000000004,149,332,0.449,0.48200000000000004,105,128,0.82,24,106,130,84,36,14,50,84,628
Damien Wilkins,33.0,61,21.0,1095,145,316,0.45899999999999996,17,51,0.33299999999999996,128,265,0.483,0.486,81,109,0.743,32,73,105,91,37,18,49,98,388
Jason Richardson,32.0,33,33.0,936,135,336,0.402,57,167,0.341,78,169,0.462,0.48700000000000004,20,33,0.606,19,108,127,51,40,15,26,57,347
Royal Ivey,31.0,53,5.0,698,62,144,0.431,37,88,0.42,25,56,0.446,0.5589999999999999,9,16,0.563,16,41,57,32,23,3,20,73,170
Arnett Moultrie,22.0,47,0.0,542,78,134,0.5820000000000001,0,0,,78,134,0.5820000000000001,0.5820000000000001,18,28,0.643,76,69,145,10,17,10,19,43,174
Kwame Brown,30.0,22,11.0,269,17,37,0.45899999999999996,0,0,,17,37,0.45899999999999996,0.45899999999999996,7,19,0.368,23,51,74,9,6,10,8,37,41
Jeremy Pargo,26.0,14,0.0,208,24,63,0.381,7,17,0.41200000000000003,17,46,0.37,0.43700000000000006,14,21,0.667,1,16,17,28,1,0,13,14,69
Maalik Wayns,21.0,21,1.0,165,19,72,0.264,5,25,0.2,14,47,0.298,0.299,13,15,0.867,1,4,5,20,3,0,13,18,56
Charles Jenkins,23.0,12,1.0,150,14,38,0.368,0,0,,14,38,0.368,0.368,2,4,0.5,3,8,11,16,6,1,2,4,30
Justin Holiday,23.0,9,0.0,142,16,48,0.33299999999999996,4,16,0.25,12,32,0.375,0.375,6,8,0.75,0,14,14,15,3,6,9,7,42
Shelvin Mack,22.0,4,0.0,7,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,0,0,1,0,0,2,1,2
Team Totals,,82,,19755,3059,6895,0.444,518,1438,0.36,2541,5457,0.466,0.48100000000000004,1004,1377,0.7290000000000001,896,2493,3389,1867,609,384,1070,1505,7640
