PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Greivis Vásquez,26.0,78,78.0,2685,438,1012,0.433,83,243,0.342,355,769,0.462,0.474,124,154,0.805,43,294,337,704,66,6,247,190,1083
Ryan Anderson,24.0,81,22.0,2503,472,1115,0.423,213,557,0.382,259,558,0.46399999999999997,0.519,152,180,0.8440000000000001,191,328,519,97,42,31,97,179,1309
Robin Lopez,24.0,82,82.0,2136,384,719,0.534,0,0,,384,719,0.534,0.534,161,207,0.778,226,236,462,64,32,128,110,167,929
Al-Farouq Aminu,22.0,76,71.0,2066,225,474,0.475,4,19,0.21100000000000002,221,455,0.486,0.479,101,137,0.737,139,446,585,103,92,51,116,153,555
Anthony Davis,19.0,64,60.0,1846,349,676,0.516,0,6,0.0,349,670,0.521,0.516,169,225,0.7509999999999999,165,357,522,63,75,112,89,158,867
Austin Rivers,20.0,61,26.0,1418,145,390,0.37200000000000005,28,86,0.326,117,304,0.385,0.408,59,108,0.546,16,93,109,127,26,9,74,122,377
Brian Roberts,27.0,78,5.0,1324,213,511,0.41700000000000004,59,153,0.386,154,358,0.43,0.475,70,77,0.909,17,80,97,219,37,3,71,108,555
Eric Gordon,24.0,42,40.0,1264,235,584,0.402,56,173,0.324,179,411,0.436,0.45,187,222,0.8420000000000001,10,67,77,137,45,8,117,75,713
Roger Mason,32.0,69,13.0,1219,132,305,0.433,66,159,0.415,66,146,0.452,0.541,39,43,0.907,11,121,132,74,26,11,51,104,369
Jason Smith,26.0,51,0.0,876,167,341,0.49,0,4,0.0,167,337,0.496,0.49,86,102,0.843,64,122,186,34,15,45,55,123,420
Darius Miller,22.0,52,2.0,694,44,108,0.40700000000000003,22,56,0.39299999999999996,22,52,0.423,0.509,8,8,1.0,8,70,78,44,17,12,23,89,118
Lance Thomas,24.0,59,9.0,646,53,106,0.5,0,0,,53,106,0.5,0.5,43,59,0.7290000000000001,44,71,115,17,11,7,14,78,149
Xavier Henry,21.0,50,2.0,625,66,161,0.41,4,11,0.364,62,150,0.413,0.42200000000000004,58,92,0.63,21,69,90,13,16,5,31,72,194
Lou Amundson,30.0,18,0.0,209,18,42,0.429,0,0,,18,42,0.429,0.429,8,16,0.5,24,34,58,8,9,6,8,27,44
Dominic McGuire,27.0,9,0.0,145,9,21,0.429,0,0,,9,21,0.429,0.429,1,2,0.5,7,21,28,9,8,3,5,13,19
Terrel Harris,25.0,13,0.0,108,2,19,0.105,0,7,0.0,2,12,0.16699999999999998,0.105,1,2,0.5,0,17,17,7,2,3,13,14,5
Hakim Warrick,30.0,1,0.0,7,1,2,0.5,0,0,,1,2,0.5,0.5,2,2,1.0,0,0,0,0,1,0,0,0,4
Donald Sloan,25.0,3,0.0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,1,0,0
Henry Sims,22.0,2,0.0,5,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,2,0,2,0,0,0,1,1,4
Team Totals,,82,,19780,2955,6589,0.44799999999999995,535,1474,0.363,2420,5115,0.473,0.489,1269,1636,0.7759999999999999,988,2426,3414,1721,520,440,1193,1673,7714
