PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tristan Thompson,21.0,82,82.0,2564,390,799,0.488,0,3,0.0,390,796,0.49,0.488,177,291,0.608,306,467,773,108,60,71,123,234,957
Alonzo Gee,25.0,82,82.0,2541,305,744,0.41,69,219,0.315,236,525,0.45,0.456,163,205,0.795,75,245,320,133,107,29,132,199,842
Kyrie Irving,20.0,59,59.0,2048,484,1070,0.452,109,279,0.391,375,791,0.474,0.503,248,290,0.855,34,182,216,350,89,21,191,146,1325
Tyler Zeller,23.0,77,55.0,2033,245,559,0.43799999999999994,0,4,0.0,245,555,0.441,0.43799999999999994,120,157,0.764,159,279,438,96,35,70,95,251,610
Dion Waiters,21.0,61,48.0,1756,336,815,0.41200000000000003,63,203,0.31,273,612,0.446,0.451,159,213,0.746,22,127,149,183,59,16,121,113,894
C.J. Miles,25.0,65,13.0,1364,255,614,0.415,126,328,0.384,129,286,0.451,0.518,93,107,0.8690000000000001,24,150,174,63,49,17,69,138,729
Shaun Livingston,27.0,49,12.0,1135,142,280,0.507,0,1,0.0,142,279,0.509,0.507,70,83,0.843,29,92,121,177,37,29,59,105,354
Wayne Ellington,25.0,38,17.0,985,145,330,0.439,53,143,0.371,92,187,0.49200000000000005,0.52,53,59,0.898,20,94,114,62,29,2,33,43,396
Daniel Gibson,26.0,46,3.0,919,84,247,0.34,56,163,0.344,28,84,0.33299999999999996,0.45299999999999996,26,37,0.703,5,55,60,82,30,4,31,89,250
Anderson Varejão,30.0,25,25.0,901,138,289,0.478,0,5,0.0,138,284,0.486,0.478,77,102,0.755,138,223,361,84,37,14,44,68,353
Luke Walton,32.0,50,0.0,857,71,181,0.392,20,67,0.299,51,114,0.447,0.44799999999999995,10,20,0.5,38,107,145,166,42,13,60,98,172
Marreese Speights,25.0,39,1.0,721,154,337,0.457,1,5,0.2,153,332,0.461,0.45799999999999996,87,108,0.8059999999999999,70,127,197,29,14,26,45,89,396
Omri Casspi,24.0,43,1.0,503,63,160,0.39399999999999996,25,76,0.32899999999999996,38,84,0.452,0.47200000000000003,22,41,0.537,20,94,114,28,25,12,22,45,173
Jeremy Pargo,26.0,25,11.0,447,75,187,0.401,18,57,0.316,57,130,0.43799999999999994,0.449,28,41,0.6829999999999999,7,25,32,64,12,2,37,32,196
Kevin Jones,23.0,32,0.0,334,43,107,0.402,0,0,,43,107,0.402,0.402,9,15,0.6,38,40,78,10,9,5,8,25,95
Donald Sloan,25.0,20,0.0,257,27,78,0.34600000000000003,7,19,0.368,20,59,0.33899999999999997,0.391,20,25,0.8,3,25,28,37,5,0,13,17,81
Samardo Samuels,24.0,18,1.0,196,22,60,0.36700000000000005,0,1,0.0,22,59,0.373,0.36700000000000005,14,24,0.583,10,18,28,8,3,3,6,30,58
Jon Leuer,23.0,9,0.0,91,10,28,0.35700000000000004,0,3,0.0,10,25,0.4,0.35700000000000004,2,6,0.33299999999999996,5,8,13,5,2,0,5,11,22
Chris Quinn,29.0,7,0.0,78,4,16,0.25,0,5,0.0,4,11,0.364,0.25,2,2,1.0,1,1,2,9,3,0,6,4,10
Team Totals,,82,,19730,2993,6901,0.434,547,1581,0.34600000000000003,2446,5320,0.46,0.473,1380,1826,0.7559999999999999,1004,2359,3363,1694,647,334,1149,1737,7913
