Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2000,29,1586,UTA,Utah Jazz,Adam Keefe,29,62,3,604,4.7,11.5,0.41,0.0,0.1,0.0,4.7,11.4,0.41,2.6,3.2,0.81,4.0,8.1,12.1,3.0,1.5,1.2,4.1,8.0,12.0,89,102
2000,29,1038,UTA,Utah Jazz,Armen Gilliam,35,50,0,782,9.1,20.9,0.44,0.0,0.1,0.0,9.1,20.8,0.44,4.6,5.9,0.78,4.9,9.4,14.3,2.9,0.8,1.1,3.8,5.7,22.8,98,103
2000,29,2532,UTA,Utah Jazz,Bryon Russell,29,82,70,2900,7.5,16.9,0.45,2.0,4.9,0.4,5.6,11.9,0.47,4.4,5.8,0.75,1.8,6.1,7.9,2.9,2.4,0.4,1.9,4.7,21.4,112,102
2000,29,2215,UTA,Utah Jazz,Greg Ostertag,26,81,3,1606,4.1,8.9,0.46,0.0,0.0,0.0,4.1,8.9,0.47,4.0,6.2,0.64,5.7,10.3,16.1,0.6,0.7,5.7,2.6,6.5,12.2,105,97
2000,29,839,UTA,Utah Jazz,Howard Eisley,27,82,5,2096,7.2,17.2,0.42,1.5,4.2,0.37,5.7,13.1,0.43,2.1,2.6,0.82,0.6,3.8,4.3,8.9,1.5,0.2,3.4,5.7,18.1,101,106
2000,29,2963,UTA,Utah Jazz,Jacque Vaughn,24,78,0,884,6.6,15.9,0.42,0.8,2.1,0.41,5.8,13.8,0.42,3.5,4.6,0.75,0.7,3.3,3.9,7.3,1.9,0.0,4.7,5.6,17.5,92,105
2000,29,1327,UTA,Utah Jazz,Jeff Hornacek,36,77,77,2133,9.0,18.3,0.49,1.7,3.5,0.48,7.3,14.8,0.5,4.3,4.5,0.95,1.2,3.3,4.6,5.1,1.7,0.4,2.8,3.7,23.9,114,106
2000,29,2760,UTA,Utah Jazz,John Stockton,37,82,82,2432,8.0,16.0,0.5,0.9,2.7,0.36,7.0,13.3,0.53,4.9,5.7,0.86,1.0,3.7,4.7,15.5,3.1,0.3,3.9,4.2,21.8,121,102
2000,29,1822,UTA,Utah Jazz,Karl Malone,36,82,82,2947,13.7,26.8,0.51,0.0,0.1,0.25,13.6,26.7,0.51,10.7,13.4,0.8,3.1,11.1,14.2,5.5,1.4,1.3,4.2,4.2,38.1,115,100
2000,29,2328,UTA,Utah Jazz,Olden Polynice,35,82,79,1819,6.0,11.7,0.51,0.0,0.1,0.5,5.9,11.7,0.51,0.8,2.6,0.31,4.9,8.4,13.3,1.1,0.9,2.5,2.1,7.7,12.8,101,101
2000,29,526,UTA,Utah Jazz,Pete Chilcutt,31,26,0,224,5.3,14.8,0.36,0.2,2.4,0.1,5.0,12.4,0.4,0.5,0.5,1.0,3.6,6.7,10.3,2.4,1.2,1.0,2.2,7.4,11.2,85,104
2000,29,1745,UTA,Utah Jazz,Quincy Lewis,22,74,0,896,6.6,17.8,0.37,1.4,3.8,0.36,5.3,14.0,0.37,2.3,3.1,0.73,2.7,4.0,6.8,2.4,1.4,0.9,2.7,9.4,16.9,91,105
2000,29,2234,UTA,Utah Jazz,Scott Padgett,23,47,9,432,5.5,17.4,0.31,1.6,5.5,0.3,3.8,11.9,0.32,2.4,3.3,0.7,3.0,7.9,10.9,3.1,1.7,1.0,2.7,6.8,14.9,86,102
