Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,29,3132,UTA,Utah Jazz,21.0,NBA,PG,80.0,47.0,28.8,4.2,10.1,0.42,1.1,2.7,0.42,3.1,7.3,0.42,0.48,1.2,1.7,0.7,0.4,2.0,2.4,4.5,0.8,0.2,1.8,2.9,10.8
2007,29,3132,UTA,Utah Jazz,22.0,NBA,PG,80.0,80.0,36.9,6.2,13.5,0.46,1.0,3.2,0.32,5.2,10.4,0.5,0.49,2.8,3.7,0.77,0.5,2.8,3.3,9.3,1.0,0.2,3.1,3.2,16.2
2008,29,3132,UTA,Utah Jazz,23.0,NBA,PG,82.0,82.0,37.3,6.9,13.6,0.51,1.0,2.6,0.4,5.9,11.1,0.53,0.54,4.0,5.0,0.8,0.4,2.5,3.0,10.5,1.1,0.3,3.4,2.4,18.8
2009,29,3132,UTA,Utah Jazz,24.0,NBA,PG,68.0,68.0,36.8,6.8,14.5,0.47,1.0,3.3,0.31,5.8,11.1,0.52,0.51,4.8,5.6,0.85,0.4,2.5,2.9,10.7,1.1,0.3,3.4,2.0,19.4
2010,29,3132,UTA,Utah Jazz,25.0,NBA,PG,76.0,76.0,36.9,6.5,13.9,0.47,1.3,3.4,0.37,5.2,10.4,0.5,0.52,4.4,5.5,0.8,0.7,3.3,4.0,10.5,1.3,0.2,3.3,2.7,18.7
2011,31,3132,TOT,Total After Trade,26.0,NBA,PG,65.0,65.0,37.9,6.6,15.0,0.44,1.6,4.9,0.33,5.0,10.1,0.49,0.49,5.4,6.3,0.84,0.6,3.4,4.0,10.3,1.2,0.2,3.5,2.9,20.1
2011,29,3132,UTA,Utah Jazz,26.0,NBA,PG,53.0,53.0,37.9,7.0,15.2,0.46,1.7,4.9,0.34,5.3,10.3,0.51,0.51,5.7,6.7,0.85,0.6,3.3,3.9,9.7,1.2,0.2,3.5,2.9,21.3
2011,3,3132,NJN,New Jersey Nets,26.0,NBA,PG,12.0,12.0,38.0,4.9,14.1,0.35,1.3,4.9,0.27,3.6,9.2,0.39,0.4,3.8,4.8,0.79,0.7,3.9,4.6,12.8,1.3,0.3,3.6,3.2,15.0
2012,3,3132,NJN,New Jersey Nets,27.0,NBA,PG,55.0,55.0,36.3,7.1,17.5,0.41,2.1,6.2,0.34,5.0,11.3,0.45,0.47,4.7,5.5,0.84,0.4,2.9,3.3,8.7,1.2,0.4,4.0,2.2,21.0
2013,3,3132,BRK,Brooklyn Nets,28.0,NBA,PG,78.0,78.0,36.4,6.3,14.4,0.44,2.2,5.7,0.38,4.2,8.7,0.48,0.52,4.1,4.7,0.86,0.4,2.6,3.0,7.7,1.0,0.4,2.8,2.5,18.9
2014,3,3132,BRK,Brooklyn Nets,29.0,NBA,PG,64.0,58.0,32.2,5.0,11.2,0.45,1.5,4.2,0.37,3.5,7.0,0.5,0.52,2.7,3.4,0.8,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,14.3
2015,3,3132,BRK,Brooklyn Nets,30.0,NBA,PG,68.0,55.0,31.1,4.4,11.3,0.39,1.3,3.5,0.37,3.1,7.9,0.4,0.44,3.0,3.5,0.83,0.4,3.1,3.5,6.6,0.9,0.3,2.3,2.3,13.0
2016,7,3132,DAL,Dallas Mavericks,31.0,NBA,PG,65.0,63.0,32.4,4.9,11.9,0.41,1.5,4.3,0.34,3.4,7.6,0.45,0.48,2.8,3.2,0.87,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1
2017,31,3132,TOT,Total After Trade,32.0,NBA,PG,64.0,44.0,25.9,4.1,9.4,0.44,1.3,3.7,0.36,2.8,5.7,0.49,0.51,1.4,1.7,0.83,0.2,2.1,2.3,5.6,0.5,0.1,2.2,2.2,11.0
2017,7,3132,DAL,Dallas Mavericks,32.0,NBA,PG,40.0,40.0,29.3,4.9,11.3,0.43,1.6,4.5,0.35,3.3,6.8,0.48,0.5,1.7,2.1,0.82,0.3,2.2,2.6,6.9,0.6,0.1,2.5,2.4,13.1
2017,6,3132,CLE,Cleveland Cavaliers,32.0,NBA,PG,24.0,4.0,20.3,2.8,6.1,0.46,0.9,2.2,0.42,1.9,3.9,0.49,0.54,0.9,1.0,0.84,0.0,1.8,1.9,3.6,0.3,0.3,1.7,1.8,7.5
