Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1983,27,SAS,San Antonio Spurs,George Gervin,30,11,,437,11.0,21.1,0.52,0.0,0.2,0.0,11.0,20.9,0.52,6.2,7.0,0.88,2.1,5.4,7.5,3.8,1.2,0.4,4.7,4.0,28.1,,108,109
1983,27,SAS,San Antonio Spurs,Mike Mitchell,27,11,,422,10.7,21.0,0.51,0.1,0.2,0.5,10.6,20.8,0.51,2.6,3.5,0.76,3.5,7.6,11.0,1.3,0.7,2.0,2.6,3.6,24.2,,107,107
1983,27,SAS,San Antonio Spurs,Johnny Moore,24,11,,414,11.3,21.1,0.53,1.0,1.8,0.53,10.3,19.3,0.53,3.0,3.8,0.8,0.9,4.2,5.0,17.3,3.0,0.3,3.0,4.4,26.5,,127,106
1983,27,SAS,San Antonio Spurs,Artis Gilmore,33,11,,401,8.4,14.6,0.58,0.0,0.0,,8.4,14.6,0.58,3.5,5.1,0.7,4.1,11.6,15.7,2.0,1.0,3.8,3.0,5.1,20.4,,114,102
1983,27,SAS,San Antonio Spurs,Gene Banks,23,11,,398,8.5,16.7,0.51,0.0,0.0,,8.5,16.7,0.51,2.6,3.9,0.66,3.0,5.5,8.5,5.6,1.2,0.1,2.3,2.8,19.5,,112,109
1983,27,SAS,San Antonio Spurs,Edgar Jones,26,11,,193,6.4,14.3,0.45,0.0,0.5,0.0,6.4,13.8,0.47,4.4,7.6,0.58,5.3,6.9,12.2,3.9,1.4,3.2,4.1,10.1,17.2,,98,104
1983,27,SAS,San Antonio Spurs,Mike Dunleavy,28,11,,174,5.6,16.6,0.34,2.0,7.7,0.27,3.6,8.9,0.4,2.3,3.3,0.69,0.8,2.6,3.3,12.5,2.3,0.3,3.6,5.6,15.6,,100,108
1983,27,SAS,San Antonio Spurs,Billy Paultz,34,11,,133,4.3,10.7,0.41,0.0,0.0,,4.3,10.7,0.41,1.3,1.3,1.0,3.7,7.0,10.7,3.7,1.3,0.7,2.0,6.0,10.0,,102,107
1983,27,SAS,San Antonio Spurs,Roger Phegley,26,8,,38,10.5,19.9,0.53,3.5,4.7,0.75,7.0,15.2,0.46,3.5,4.7,0.75,1.2,8.2,9.3,1.2,0.0,0.0,1.2,7.0,28.0,,128,110
1983,27,SAS,San Antonio Spurs,Mike Sanders,22,6,,25,12.4,23.1,0.54,0.0,0.0,,12.4,23.1,0.54,0.0,0.0,,3.6,12.4,16.0,7.1,0.0,0.0,0.0,5.3,24.9,,128,107
1983,27,SAS,San Antonio Spurs,Robert Smith,27,6,,19,9.3,21.0,0.44,0.0,2.3,0.0,9.3,18.7,0.5,4.7,4.7,1.0,7.0,4.7,11.7,14.0,2.3,0.0,2.3,4.7,23.4,,125,107
1983,27,SAS,San Antonio Spurs,Ed Rains,26,3,,11,8.1,20.2,0.4,0.0,4.0,0.0,8.1,16.1,0.5,0.0,0.0,,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,16.1,,85,115
