PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Mike Mitchell,29,82,82,34.8,9.5,19.0,0.49700000000000005,0.1,0.3,0.217,9.4,18.7,0.502,0.499,3.3,4.2,0.777,1.8,3.3,5.1,1.8,0.7,0.3,1.8,2.7,22.2
Artis Gilmore,35,81,81,34.0,6.6,10.5,0.623,0.0,0.0,0.0,6.6,10.5,0.624,0.623,6.0,8.0,0.7490000000000001,2.9,7.6,10.4,1.6,0.5,2.1,3.0,3.8,19.1
Johnny Moore,26,82,82,32.8,5.1,11.1,0.457,0.3,1.1,0.281,4.8,10.0,0.47600000000000003,0.47100000000000003,2.3,3.0,0.762,1.1,3.5,4.6,10.0,2.8,0.2,2.9,3.0,12.8
George Gervin,32,72,69,29.0,8.3,16.4,0.508,0.0,0.1,0.0,8.3,16.3,0.512,0.508,4.5,5.3,0.8440000000000001,1.1,2.2,3.3,2.5,0.9,0.7,2.8,2.9,21.2
David Thirdkill,24,2,2,26.0,2.5,5.5,0.455,0.0,0.0,,2.5,5.5,0.455,0.455,2.5,3.0,0.833,2.5,1.0,3.5,1.5,1.0,0.5,1.0,2.5,7.5
Gene Banks,25,82,41,25.5,3.5,6.0,0.586,0.0,0.0,0.33299999999999996,3.5,6.0,0.588,0.5870000000000001,2.4,3.1,0.774,1.6,3.8,5.4,2.9,0.8,0.2,1.7,2.7,9.5
Alvin Robertson,22,79,9,21.3,3.8,7.6,0.498,0.1,0.1,0.364,3.7,7.5,0.501,0.502,1.6,2.1,0.7340000000000001,1.5,1.9,3.4,3.5,1.6,0.3,2.1,2.7,9.2
Marc Iavaroni,28,57,33,20.7,2.6,5.7,0.46399999999999997,0.0,0.1,0.0,2.6,5.6,0.47,0.46399999999999997,1.4,2.1,0.664,1.5,3.4,4.8,2.0,0.5,0.6,1.8,3.4,6.7
Edgar Jones,28,18,1,17.9,2.4,5.1,0.484,0.0,0.1,0.0,2.4,5.0,0.489,0.484,2.3,2.8,0.804,0.9,2.6,3.4,1.0,0.5,1.0,1.6,2.9,7.2
John Paxson,24,78,1,16.1,2.5,4.9,0.509,0.1,0.4,0.294,2.4,4.5,0.53,0.522,1.1,1.3,0.84,0.2,0.6,0.9,2.8,0.6,0.0,1.0,1.5,6.2
Jeff Cook,28,54,2,15.7,1.7,3.2,0.529,0.0,0.0,,1.7,3.2,0.529,0.529,0.6,0.7,0.8109999999999999,1.5,2.4,3.9,0.7,0.5,0.3,0.6,2.8,4.0
Fred Roberts,24,22,0,13.9,2.0,4.5,0.449,0.0,0.0,,2.0,4.5,0.449,0.449,1.3,1.7,0.763,0.5,1.1,1.6,1.0,0.5,0.5,1.0,2.0,5.3
Ozell Jones,24,67,6,13.3,1.6,2.7,0.589,0.0,0.0,0.0,1.6,2.7,0.5920000000000001,0.589,0.5,1.2,0.39799999999999996,1.0,2.6,3.6,0.8,0.4,0.9,0.9,2.1,3.7
Billy Knight,32,52,1,11.8,2.4,5.5,0.439,0.2,0.5,0.41700000000000004,2.2,5.0,0.441,0.456,1.0,1.1,0.895,0.8,1.1,1.8,1.1,0.3,0.0,1.1,0.9,6.0
Ron Brewer,29,9,0,9.0,1.4,3.8,0.382,0.0,0.0,,1.4,3.8,0.382,0.382,0.8,0.8,1.0,0.1,0.2,0.3,0.7,0.1,0.1,0.4,0.9,3.7
Linton Townes,25,1,0,8.0,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Mark McNamara,25,12,0,5.3,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.8,1.5,0.5,0.6,0.8,1.4,0.0,0.2,0.1,0.5,0.4,2.8
