Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,24.0,CHI,NBA,PF,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,26.0,HOU,NBA,SF,82.0,13.0,1421.0,3.7,8.8,0.424,0.7,2.3,0.311,3.0,6.6,0.463,2.7,3.4,0.812,2.7,3.5,6.2,2.4,1.5,0.4,2.3,6.0,10.9
1993,28.0,SAS,NBA,PF,64.0,2.0,598.0,3.1,7.0,0.444,0.3,1.3,0.238,2.8,5.8,0.49,2.8,3.3,0.836,2.3,3.6,5.8,2.0,0.8,0.7,1.7,5.6,9.3
1994,29.0,DET,NBA,PF,78.0,3.0,1182.0,3.6,7.9,0.459,0.7,1.5,0.449,3.0,6.4,0.462,1.9,2.5,0.756,3.2,4.1,7.3,1.6,1.2,0.6,1.1,6.1,9.8
1995,30.0,GSW,NBA,PF,78.0,13.0,1336.0,4.1,8.8,0.469,0.8,2.5,0.341,3.3,6.3,0.519,2.5,3.2,0.778,2.2,4.3,6.5,1.8,0.8,0.4,1.4,5.8,11.5
1996,31.0,TOT,NBA,PF,62.0,0.0,772.0,3.5,8.1,0.431,0.9,2.9,0.323,2.6,5.2,0.491,1.8,2.3,0.76,2.4,4.8,7.2,1.6,0.9,0.5,1.1,7.0,9.7
1996,31.0,GSW,NBA,PF,21.0,0.0,96.0,2.6,5.2,0.5,0.4,1.1,0.333,2.3,4.1,0.545,2.6,3.0,0.875,2.6,3.4,6.0,1.9,0.7,0.4,1.1,8.6,8.2
1996,31.0,PHO,NBA,PF,4.0,0.0,34.0,1.1,6.4,0.167,0.0,0.0,,1.1,6.4,0.167,2.1,2.1,1.0,2.1,3.2,5.3,2.1,1.1,0.0,2.1,9.5,4.2
1996,31.0,DAL,NBA,PF,37.0,0.0,642.0,3.8,8.6,0.435,1.1,3.3,0.322,2.7,5.3,0.505,1.6,2.2,0.725,2.4,5.1,7.5,1.5,0.9,0.5,1.1,6.6,10.2
1997,32.0,MIL,NBA,PF,46.0,0.0,240.0,3.0,5.7,0.526,0.7,2.3,0.333,2.3,3.4,0.652,1.8,2.7,0.667,0.7,3.3,4.1,1.9,1.0,0.9,0.9,5.4,8.6
