Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2284,1284.0,819.0,37329.0,7.51,16.43,0.46,1.24,3.44,0.36,6.27,12.99,0.48,4.7,5.82,0.81,3.13,7.27,10.41,2.72,1.53,1.31,2.11,4.45,20.97,114.89,105.94
