PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Dirk Nowitzki,30,81,81,3050,13.3,27.8,0.479,1.0,2.9,0.359,12.3,24.9,0.493,8.3,9.4,0.89,1.5,10.2,11.7,3.4,1.0,1.1,2.7,3.0,36.0,,114,108
Jason Kidd,35,81,81,2886,4.7,11.2,0.41600000000000004,2.4,5.9,0.406,2.3,5.4,0.42700000000000005,1.6,1.9,0.8190000000000001,1.5,7.5,9.1,12.8,2.9,0.7,3.4,3.1,13.3,,116,106
Jason Terry,31,74,11,2491,11.4,24.6,0.46299999999999997,3.5,9.6,0.366,7.9,15.0,0.525,4.2,4.7,0.88,0.8,2.9,3.7,5.3,2.0,0.4,2.5,3.0,30.5,,115,111
Erick Dampier,33,80,80,1836,5.2,8.0,0.65,0.0,0.0,,5.2,8.0,0.65,2.6,4.0,0.638,6.2,10.0,16.1,2.2,0.7,2.7,2.1,5.5,13.0,,129,107
Josh Howard,28,52,51,1663,11.1,24.7,0.451,1.8,5.3,0.345,9.3,19.4,0.48,5.4,6.9,0.782,1.9,6.4,8.3,2.6,1.7,0.9,2.8,4.3,29.5,,106,109
J.J. Barea,24,79,15,1600,8.1,18.3,0.442,1.8,5.1,0.35700000000000004,6.3,13.2,0.474,2.3,3.1,0.753,1.2,4.6,5.8,8.8,1.2,0.2,3.4,4.0,20.2,,106,112
Brandon Bass,23,81,0,1574,8.4,16.9,0.496,0.0,0.2,0.0,8.4,16.7,0.502,6.1,7.0,0.867,4.3,7.9,12.2,1.4,0.9,1.8,2.9,4.7,22.9,,113,108
Antoine Wright,24,65,53,1552,6.1,14.6,0.415,1.5,5.0,0.302,4.5,9.5,0.475,2.4,3.2,0.747,1.0,3.6,4.6,2.6,1.6,0.9,1.8,5.8,16.0,,102,111
James Singleton,27,62,6,884,6.9,13.1,0.529,0.8,2.4,0.325,6.2,10.7,0.575,4.0,4.6,0.8590000000000001,5.3,9.6,14.8,1.0,1.5,1.7,2.1,6.5,18.6,,122,106
Devean George,31,43,17,708,4.0,10.5,0.38,1.6,5.6,0.289,2.4,4.9,0.485,1.3,1.6,0.773,1.9,3.9,5.8,1.1,1.7,0.8,1.3,4.2,10.9,,101,110
DeSagana Diop,27,34,0,452,2.6,6.7,0.379,0.0,0.0,,2.6,6.7,0.379,1.4,3.4,0.414,5.2,8.5,13.7,1.5,1.4,2.9,1.3,6.4,6.5,,102,106
Gerald Green,23,38,12,376,11.0,25.1,0.439,2.0,6.4,0.304,9.1,18.7,0.485,3.8,4.5,0.8440000000000001,2.0,5.6,7.5,2.1,1.4,0.7,4.6,7.1,27.8,,94,110
Ryan Hollins,24,27,2,260,6.3,11.9,0.525,0.0,0.0,,6.3,11.9,0.525,3.4,6.7,0.515,5.4,6.9,12.3,0.6,0.8,3.0,2.8,8.9,15.9,,105,108
Shawne Williams,22,15,0,170,4.9,17.3,0.28600000000000003,0.3,5.2,0.059000000000000004,4.6,12.0,0.385,2.8,3.4,0.818,5.9,8.3,14.2,0.6,0.6,2.8,1.5,5.9,13.0,,87,108
Jerry Stackhouse,34,10,1,162,5.2,19.4,0.267,1.0,6.2,0.158,4.2,13.3,0.317,2.3,2.3,1.0,1.6,3.9,5.5,3.9,1.3,0.3,2.9,1.9,13.6,,75,112
Matt Carroll,28,21,0,141,3.3,12.3,0.273,0.4,3.0,0.125,3.0,9.3,0.32,2.2,2.2,1.0,0.7,4.5,5.2,1.1,1.1,0.4,2.6,5.2,9.3,,69,112
