PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Richard Jefferson,28,82,82,2939,9.5,21.6,0.439,2.0,5.2,0.397,7.4,16.4,0.45299999999999996,7.4,9.1,0.805,1.0,5.6,6.6,3.5,1.2,0.2,2.9,4.4,28.4,,110,110
Ramon Sessions,22,79,39,2173,8.2,18.5,0.445,0.1,0.8,0.17600000000000002,8.1,17.7,0.457,6.7,8.4,0.794,1.5,4.9,6.4,10.8,2.0,0.2,3.6,3.8,23.3,,111,109
Luc Mbah a Moute,22,82,52,2114,5.6,12.0,0.462,0.0,0.1,0.0,5.6,11.9,0.466,3.4,4.7,0.7290000000000001,4.6,7.3,11.9,2.1,2.1,1.1,2.5,5.0,14.6,,106,106
Charlie Villanueva,24,78,47,2095,12.1,27.0,0.447,2.2,6.4,0.345,9.9,20.6,0.479,5.0,5.9,0.838,3.8,9.1,12.9,3.4,1.2,1.4,3.4,6.3,31.3,,106,106
Luke Ridnour,27,72,50,2033,6.4,15.8,0.40299999999999997,1.4,4.0,0.35,5.0,11.8,0.42,3.4,3.9,0.8690000000000001,0.8,4.7,5.6,9.3,2.3,0.4,3.3,5.1,17.5,,105,108
Charlie Bell,29,70,23,1783,6.3,15.2,0.414,2.5,7.0,0.363,3.8,8.3,0.45799999999999996,1.9,2.3,0.825,0.9,3.0,3.9,4.4,1.5,0.2,2.2,4.0,17.1,,105,111
Michael Redd,29,33,32,1203,10.7,23.6,0.455,3.0,8.2,0.366,7.7,15.3,0.503,5.6,6.9,0.8140000000000001,1.0,3.6,4.6,3.8,1.5,0.1,2.3,1.9,30.1,,114,111
Andrew Bogut,24,36,33,1124,8.4,14.6,0.5770000000000001,0.0,0.0,,8.4,14.6,0.5770000000000001,2.6,4.5,0.5710000000000001,5.4,11.6,17.0,3.3,1.1,1.7,4.0,6.0,19.5,,107,105
Francisco Elson,32,59,23,977,4.4,9.0,0.491,0.1,0.2,0.25,4.4,8.8,0.49700000000000005,1.8,2.1,0.846,5.3,6.8,12.2,1.7,1.9,1.9,2.5,7.6,10.6,,107,106
Dan Gadzuric,30,67,26,941,6.4,13.4,0.48,0.0,0.1,0.0,6.4,13.3,0.483,2.0,3.7,0.544,5.2,8.8,14.1,2.1,1.8,2.4,2.3,8.9,14.9,,104,104
Joe Alexander,22,59,0,716,7.4,17.7,0.41600000000000004,1.2,3.3,0.348,6.2,14.4,0.43200000000000005,4.2,6.0,0.6990000000000001,3.2,5.1,8.3,3.0,1.1,2.1,3.8,7.7,20.1,,96,108
Malik Allen,30,49,3,579,6.5,15.2,0.429,0.0,0.1,0.0,6.5,15.1,0.43200000000000005,0.9,1.9,0.47600000000000003,3.1,6.1,9.2,3.1,0.6,1.1,1.8,8.0,14.0,,96,110
Keith Bogans,28,29,0,485,6.0,15.9,0.376,3.4,9.8,0.348,2.6,6.1,0.42100000000000004,3.3,3.5,0.9390000000000001,1.7,8.0,9.7,3.5,2.1,0.2,2.4,4.7,18.7,,108,106
Tyronn Lue,31,30,0,392,7.1,15.7,0.45399999999999996,2.8,6.0,0.467,4.4,9.8,0.446,1.6,2.1,0.75,0.8,3.8,4.6,6.1,0.8,0.0,2.8,5.4,18.7,,109,112
Damon Jones,32,18,0,108,5.3,16.3,0.324,5.3,13.4,0.39299999999999996,0.0,2.9,0.0,0.0,0.0,,0.0,2.9,2.9,3.4,1.4,0.0,2.9,1.9,15.8,,91,111
Austin Croshere,33,11,0,77,8.1,20.2,0.4,3.4,7.4,0.455,4.7,12.8,0.368,4.7,7.4,0.636,4.7,11.4,16.2,4.0,0.7,0.7,2.7,2.7,24.2,,109,107
Eddie Gill,30,6,0,43,7.2,10.9,0.667,2.4,3.6,0.667,4.8,7.2,0.667,0.0,0.0,,0.0,4.8,4.8,13.3,3.6,1.2,6.0,12.1,16.9,,116,104
