Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2009,19,110,NOH,New Orleans Hornets,12,Hilton Armstrong,C,6-11,235,"November 11, 1984",US,2,UConn
2009,19,310,NOH,New Orleans Hornets,40,Ryan Bowen,SF,6-7,215,"November 20, 1975",US,8,Iowa
2009,19,377,NOH,New Orleans Hornets,23,Devin Brown,SG,6-5,220,"December 30, 1978",US,6,Texas-San Antonio
2009,19,441,NOH,New Orleans Hornets,45,Rasual Butler,SF,6-7,215,"May 23, 1979",US,6,La Salle
2009,19,514,NOH,New Orleans Hornets,6,Tyson Chandler,C,7-0,235,"October 2, 1982",US,7,
2009,19,663,NOH,New Orleans Hornets,50,Antonio Daniels,PG,6-4,195,"March 19, 1975",US,11,Bowling Green
2009,19,857,NOH,New Orleans Hornets,33,Melvin Ely,C,6-10,260,"May 2, 1978",US,6,Fresno State
2009,19,1430,NOH,New Orleans Hornets,5,Mike James,PG,6-2,188,"June 23, 1975",US,7,Duquesne
2009,19,1841,NOH,New Orleans Hornets,4,Sean Marks,C,6-10,250,"August 23, 1975",NZ,8,California
2009,19,2261,NOH,New Orleans Hornets,3,Chris Paul,PG,6-0,175,"May 6, 1985",US,3,Wake Forest
2009,19,2294,NOH,New Orleans Hornets,9,Morris Peterson,SG,6-7,218,"August 26, 1977",US,8,Michigan State
2009,19,2344,NOH,New Orleans Hornets,41,James Posey,SG,6-8,215,"January 13, 1977",US,9,Xavier
2009,19,2761,NOH,New Orleans Hornets,16,Peja Stojakovic,SF,6-10,229,"June 9, 1977",HR,10,
2009,19,3071,NOH,New Orleans Hornets,30,David West,PF,6-9,250,"August 29, 1980",US,5,Xavier
2009,19,3243,NOH,New Orleans Hornets,32,Julian Wright,SF,6-8,225,"May 20, 1987",US,1,Kansas
