PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Johnson,27,10,10,427,8.2,17.9,0.45799999999999996,0.3,0.8,0.3,7.9,17.0,0.465,5.8,6.8,0.852,0.8,2.1,3.0,8.1,0.8,0.1,2.9,1.9,22.4
Charles Barkley,30,10,10,425,9.3,18.3,0.509,1.2,3.4,0.35,8.1,14.9,0.545,3.6,4.7,0.764,2.9,8.1,11.0,4.1,2.1,0.8,2.3,2.2,23.4
Dan Majerle,28,10,10,410,4.0,11.2,0.36200000000000004,1.8,5.2,0.33899999999999997,2.3,6.0,0.382,1.0,1.4,0.688,1.3,2.5,3.8,2.1,1.0,0.4,0.9,2.0,10.8
A.C. Green,30,10,2,350,4.1,8.5,0.48200000000000004,0.7,1.7,0.41200000000000003,3.4,6.8,0.5,3.9,6.4,0.613,3.0,5.7,8.6,1.3,1.0,0.2,0.7,2.3,12.9
Danny Ainge,34,10,0,230,4.2,9.2,0.45799999999999996,2.7,6.3,0.425,1.6,3.0,0.526,2.3,3.3,0.7140000000000001,1.1,2.5,3.6,3.3,0.9,0.2,0.8,4.1,13.5
Cedric Ceballos,24,10,8,212,7.3,15.8,0.462,0.0,0.3,0.0,7.3,15.5,0.473,2.5,3.1,0.833,2.7,4.8,7.5,1.4,1.4,0.3,1.9,1.5,17.2
Oliver Miller,23,10,4,146,3.9,6.7,0.593,0.0,0.0,,3.9,6.7,0.593,0.7,1.7,0.429,3.5,7.4,10.8,3.2,1.5,3.0,3.2,5.4,8.6
Joe Kleine,32,8,0,81,5.3,12.4,0.429,0.0,0.0,,5.3,12.4,0.429,1.8,2.7,0.667,2.2,5.3,7.6,1.3,0.4,1.8,0.9,6.7,12.4
Mark West,33,7,6,69,2.6,7.8,0.33299999999999996,0.0,0.0,,2.6,7.8,0.33299999999999996,3.7,5.2,0.7,5.7,4.7,10.4,0.0,0.0,3.7,2.1,9.9,8.9
Frank Johnson,35,7,0,46,0.8,9.4,0.083,0.0,1.6,0.0,0.8,7.8,0.1,0.8,1.6,0.5,1.6,1.6,3.1,3.9,1.6,0.0,2.3,4.7,2.3
Skeeter Henry,26,3,0,16,2.3,13.5,0.16699999999999998,0.0,4.5,0.0,2.3,9.0,0.25,0.0,0.0,,2.3,4.5,6.8,6.8,0.0,0.0,2.3,2.3,4.5
Elliot Perry,24,4,0,13,2.8,19.4,0.14300000000000002,0.0,0.0,,2.8,19.4,0.14300000000000002,0.0,0.0,,0.0,0.0,0.0,2.8,2.8,0.0,2.8,5.5,5.5
