PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dikembe Mutombo,27,12,12,511,3.5,7.6,0.46299999999999997,0.0,0.0,,3.5,7.6,0.46299999999999997,4.2,6.9,0.602,2.8,7.3,10.1,1.5,0.6,4.9,2.1,3.0,11.2
LaPhonso Ellis,23,12,12,436,5.6,11.7,0.479,0.2,0.5,0.5,5.4,11.2,0.478,3.1,4.5,0.7040000000000001,2.2,5.8,8.0,2.1,0.7,0.9,1.6,3.8,14.6
Bryant Stith,23,12,12,413,3.7,8.9,0.42200000000000004,0.0,0.1,0.0,3.7,8.8,0.426,4.4,5.2,0.833,2.0,2.9,4.9,2.3,1.0,0.2,1.2,2.0,11.9
Reggie Williams,29,12,12,405,5.5,13.2,0.41600000000000004,1.8,4.4,0.4,3.7,8.8,0.424,2.4,3.1,0.7709999999999999,1.6,3.8,5.4,3.7,0.8,1.1,2.5,4.7,15.2
Mahmoud Abdul-Rauf,24,12,12,339,6.1,16.4,0.37,1.3,3.9,0.324,4.8,12.4,0.385,3.1,3.3,0.935,0.3,1.6,1.9,3.2,0.5,0.1,1.5,3.1,16.5
Robert Pack,24,12,0,332,5.2,12.8,0.40700000000000003,0.7,2.2,0.3,4.6,10.6,0.429,4.2,6.0,0.7090000000000001,0.5,2.5,3.0,5.5,2.0,0.7,5.0,4.4,15.3
Bison Dele,24,12,0,289,5.2,9.5,0.5529999999999999,0.0,0.0,,5.2,9.5,0.5529999999999999,3.4,5.1,0.659,4.1,7.0,11.1,1.4,0.5,1.4,2.1,4.5,13.8
Rodney Rogers,22,12,0,190,3.6,9.3,0.38799999999999996,1.1,3.6,0.316,2.5,5.7,0.433,3.2,5.1,0.63,1.5,2.5,4.0,3.0,1.3,1.1,1.5,4.7,11.6
Tom Hammonds,26,8,0,49,1.5,6.6,0.222,0.0,0.0,,1.5,6.6,0.222,3.7,4.4,0.833,3.7,5.9,9.6,1.5,0.0,0.0,0.7,4.4,6.6
Darnell Mee,22,3,0,30,3.6,7.2,0.5,1.2,4.8,0.25,2.4,2.4,1.0,0.0,0.0,,0.0,2.4,2.4,2.4,3.6,0.0,3.6,4.8,8.4
Mark Randall,26,2,0,6,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,,6.0,24.0,30.0,0.0,0.0,6.0,6.0,6.0,0.0
Kevin Brooks,24,2,0,5,14.4,50.4,0.28600000000000003,0.0,7.2,0.0,14.4,43.2,0.33299999999999996,7.2,14.4,0.5,7.2,7.2,14.4,0.0,0.0,0.0,0.0,0.0,36.0
