PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Mullin,30,3,3,135,8.0,13.6,0.588,1.6,3.2,0.5,6.4,10.4,0.615,2.7,2.9,0.909,1.1,2.7,3.7,2.9,0.0,1.3,1.9,1.1,20.3
Billy Owens,24,3,3,127,7.1,14.2,0.5,0.0,0.3,0.0,7.1,13.9,0.51,2.6,3.4,0.75,3.4,5.1,8.5,3.7,1.1,0.6,2.0,3.1,16.7
Latrell Sprewell,23,3,3,122,7.7,17.7,0.433,2.4,6.8,0.348,5.3,10.9,0.486,2.4,3.5,0.667,0.3,2.4,2.7,6.2,0.6,0.9,2.7,4.4,20.1
Chris Webber,20,3,3,109,7.3,13.2,0.55,0.0,0.7,0.0,7.3,12.6,0.579,1.0,3.3,0.3,4.3,4.3,8.6,8.9,1.0,3.0,3.0,3.6,15.5
Chris Gatling,26,3,1,54,5.3,8.7,0.615,0.0,0.0,,5.3,8.7,0.615,6.7,8.7,0.769,4.7,6.7,11.3,2.7,1.3,0.7,1.3,6.7,17.3
Jeff Grayer,28,3,0,46,8.6,15.7,0.55,0.0,0.0,,8.6,15.7,0.55,1.6,2.3,0.667,0.8,3.9,4.7,0.8,0.8,0.8,1.6,5.5,18.8
Byron Houston,24,3,2,46,4.7,6.3,0.75,0.0,0.0,,4.7,6.3,0.75,2.3,3.9,0.6,1.6,2.3,3.9,2.3,0.8,1.6,0.0,7.0,11.7
Avery Johnson,28,3,0,41,7.9,14.9,0.529,0.0,0.9,0.0,7.9,14.0,0.563,0.0,0.0,,0.0,2.6,2.6,8.8,3.5,0.9,2.6,1.8,15.8
Keith Jennings,25,3,0,39,3.7,12.0,0.308,0.9,4.6,0.2,2.8,7.4,0.375,5.5,6.5,0.857,0.9,3.7,4.6,3.7,0.9,0.0,3.7,10.2,13.8
Josh Grant,26,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
