PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anfernee Hardaway,22,3,3,133,6.0,13.5,0.44,1.4,3.0,0.455,4.6,10.6,0.436,1.9,2.7,0.7,2.2,3.2,5.4,5.7,1.4,1.6,5.4,2.7,15.2
Shaquille O'Neal,21,3,3,126,6.6,12.9,0.511,0.0,0.0,,6.6,12.9,0.511,4.6,9.7,0.47100000000000003,4.9,6.6,11.4,2.0,0.6,2.6,2.9,3.7,17.7
Nick Anderson,26,3,3,120,3.9,10.2,0.382,2.4,6.0,0.4,1.5,4.2,0.35700000000000004,2.7,3.6,0.75,0.6,2.4,3.0,3.0,1.5,0.6,1.5,2.4,12.9
Dennis Scott,25,3,3,99,5.1,14.9,0.341,2.5,8.0,0.318,2.5,6.9,0.368,2.9,3.6,0.8,0.4,1.8,2.2,1.1,0.7,1.1,2.9,2.5,15.6
Larry Krystkowiak,29,3,3,92,2.7,7.0,0.389,0.0,0.0,,2.7,7.0,0.389,1.6,1.6,1.0,2.7,7.0,9.8,3.5,1.2,0.8,0.8,3.9,7.0
Donald Royal,27,3,0,45,4.8,11.2,0.429,0.0,0.0,,4.8,11.2,0.429,7.2,9.6,0.75,0.8,2.4,3.2,4.0,0.8,0.0,1.6,2.4,16.8
Anthony Avent,24,2,0,40,5.4,11.7,0.462,0.0,0.0,,5.4,11.7,0.462,6.3,7.2,0.875,7.2,2.7,9.9,0.9,0.0,0.0,0.9,1.8,17.1
Tree Rollins,38,3,0,29,2.5,6.2,0.4,0.0,0.0,,2.5,6.2,0.4,0.0,0.0,,3.7,0.0,3.7,0.0,1.2,1.2,0.0,11.2,5.0
Scott Skiles,29,2,0,23,6.3,12.5,0.5,0.0,3.1,0.0,6.3,9.4,0.667,1.6,1.6,1.0,1.6,0.0,1.6,4.7,0.0,0.0,7.8,3.1,14.1
Anthony Bowie,30,2,0,13,0.0,2.8,0.0,0.0,0.0,,0.0,2.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0
