PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Karl Malone,30,16,16,703,8.1,17.3,0.467,0.0,0.2,0.0,8.1,17.1,0.473,6.0,8.2,0.738,2.7,7.5,10.1,2.8,1.2,0.7,1.7,3.0,22.2
John Stockton,31,16,16,597,5.3,11.6,0.456,0.2,1.4,0.16699999999999998,5.1,10.2,0.49700000000000005,3.1,3.8,0.81,0.8,2.3,3.1,9.5,1.6,0.5,2.4,2.7,13.9
Jeff Hornacek,30,16,16,558,5.5,11.5,0.475,1.0,2.2,0.441,4.5,9.4,0.483,4.0,4.4,0.912,0.7,1.8,2.5,4.1,1.5,0.4,1.8,2.9,15.9
Felton Spencer,26,16,16,492,3.4,7.7,0.44799999999999995,0.0,0.0,,3.4,7.7,0.44799999999999995,2.4,3.7,0.66,4.5,5.4,9.9,0.5,0.2,1.5,1.8,5.3,9.3
Tyrone Corbin,31,16,11,413,3.6,9.2,0.387,0.3,1.0,0.33299999999999996,3.2,8.2,0.39399999999999996,1.2,1.3,0.9329999999999999,2.2,4.7,6.9,1.3,1.8,0.3,1.0,2.7,8.7
David Benoit,25,16,5,357,4.8,12.3,0.39299999999999996,0.3,1.6,0.188,4.5,10.7,0.425,1.6,2.5,0.64,2.3,4.4,6.8,1.0,0.7,1.1,1.6,3.1,11.6
Jay Humphries,31,16,0,356,4.7,10.9,0.426,0.7,2.2,0.318,3.9,8.7,0.45299999999999996,1.9,2.8,0.679,0.8,2.9,3.7,3.9,1.3,0.2,1.6,4.6,11.9
Tom Chambers,34,16,0,325,3.9,10.7,0.361,0.0,0.8,0.0,3.9,10.0,0.389,2.5,3.2,0.7929999999999999,1.8,3.2,5.0,1.3,0.6,1.0,0.9,5.5,10.3
John Crotty,24,8,0,38,3.8,10.4,0.364,1.9,1.9,1.0,1.9,8.5,0.222,1.9,1.9,1.0,0.0,2.8,2.8,8.5,0.9,0.0,0.9,5.7,11.4
Bryon Russell,23,6,0,36,4.0,10.0,0.4,2.0,3.0,0.667,2.0,7.0,0.28600000000000003,6.0,6.0,1.0,4.0,5.0,9.0,3.0,0.0,0.0,1.0,3.0,16.0
Stephen Howard,23,10,0,27,4.0,14.7,0.273,0.0,0.0,,4.0,14.7,0.273,10.7,14.7,0.727,4.0,9.3,13.3,0.0,0.0,0.0,2.7,14.7,18.7
Walter Bond,24,4,0,13,0.0,5.5,0.0,0.0,2.8,0.0,0.0,2.8,0.0,2.8,5.5,0.5,0.0,2.8,2.8,0.0,2.8,0.0,0.0,11.1,2.8
