PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
David Robinson,28,4,4,146,7.4,18.0,0.41100000000000003,0.0,0.2,0.0,7.4,17.8,0.41700000000000004,4.9,6.7,0.741,3.2,6.7,9.9,3.5,0.7,2.5,2.2,3.5,19.7
Dale Ellis,33,4,4,114,5.4,13.6,0.395,1.6,5.4,0.294,3.8,8.2,0.462,0.9,1.6,0.6,0.9,2.2,3.2,0.3,0.9,0.0,1.3,1.9,13.3
Dennis Rodman,32,3,3,114,3.8,7.6,0.5,0.0,1.6,0.0,3.8,6.0,0.632,0.3,1.9,0.16699999999999998,7.6,7.6,15.2,0.6,1.9,1.3,1.9,4.4,7.9
Negele Knight,26,4,0,108,4.3,13.7,0.317,0.0,1.0,0.0,4.3,12.7,0.342,3.7,4.0,0.917,1.0,1.0,2.0,4.0,1.0,0.0,2.3,3.0,12.3
Willie Anderson,27,4,4,106,4.8,12.6,0.37799999999999995,0.3,0.3,1.0,4.4,12.2,0.361,1.4,2.4,0.5710000000000001,1.0,1.7,2.7,4.1,1.7,0.7,1.4,2.4,11.2
Vinny Del Negro,27,4,4,93,4.6,10.5,0.444,0.8,1.5,0.5,3.9,8.9,0.435,1.2,1.9,0.6,0.4,2.3,2.7,7.0,0.4,0.0,2.3,2.3,11.2
Terry Cummings,32,4,1,72,5.5,11.0,0.5,0.0,0.0,,5.5,11.0,0.5,5.0,6.0,0.833,5.0,7.5,12.5,1.0,2.5,1.5,2.0,5.0,16.0
Lloyd Daniels,26,4,0,66,4.4,10.9,0.4,2.2,4.4,0.5,2.2,6.5,0.33299999999999996,1.1,1.1,1.0,1.1,3.8,4.9,1.6,0.0,0.5,1.1,2.2,12.0
J.R. Reid,25,4,0,56,3.9,13.5,0.28600000000000003,0.0,0.0,,3.9,13.5,0.28600000000000003,1.9,3.2,0.6,1.9,5.8,7.7,1.9,0.6,1.3,0.6,6.4,9.6
Antoine Carr,32,3,0,37,4.9,10.7,0.455,0.0,0.0,,4.9,10.7,0.455,7.8,8.8,0.889,1.0,0.0,1.0,2.9,1.0,1.9,0.0,6.8,17.5
Sleepy Floyd,33,4,0,37,1.9,7.8,0.25,0.0,0.0,,1.9,7.8,0.25,1.9,3.9,0.5,0.0,1.0,1.0,1.0,0.0,0.0,3.9,2.9,5.8
Jack Haley,30,3,0,11,13.1,26.2,0.5,0.0,0.0,,13.1,26.2,0.5,16.4,19.6,0.833,9.8,13.1,22.9,6.5,0.0,0.0,0.0,9.8,42.5
