PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Patrick Ewing,31,25,25,1032,7.3,16.8,0.43700000000000006,0.1,0.4,0.364,7.2,16.4,0.43799999999999994,4.3,5.7,0.755,3.1,7.2,10.2,2.3,1.1,2.7,2.9,3.3,19.1
Charles Oakley,30,25,25,992,4.5,9.5,0.47700000000000004,0.0,0.0,,4.5,9.5,0.47700000000000004,2.9,3.7,0.775,4.2,6.4,10.6,2.1,1.3,0.2,2.4,3.2,11.9
John Starks,28,25,18,840,4.7,12.4,0.381,2.0,5.7,0.35600000000000004,2.7,6.7,0.401,4.2,5.4,0.77,0.4,2.1,2.5,4.9,1.5,0.1,2.4,3.7,15.6
Derek Harper,32,23,22,750,4.8,11.1,0.429,1.4,4.1,0.341,3.4,7.0,0.479,1.7,2.7,0.643,0.6,2.0,2.6,4.9,2.0,0.0,2.0,3.0,12.6
Anthony Mason,27,25,0,660,3.7,7.5,0.489,0.0,0.0,,3.7,7.5,0.489,3.0,4.2,0.7140000000000001,2.9,5.1,8.0,2.5,0.8,0.3,2.0,3.6,10.3
Charles Smith,28,25,18,612,5.0,10.4,0.48,0.0,0.2,0.0,5.0,10.2,0.489,3.0,4.1,0.7290000000000001,2.0,3.6,5.6,1.5,0.7,1.4,1.9,5.4,13.0
Greg Anthony,26,25,3,436,3.7,10.6,0.35200000000000004,1.5,5.0,0.295,2.2,5.5,0.40299999999999997,1.2,2.0,0.583,0.7,1.5,2.2,4.9,1.6,0.7,2.6,4.5,10.1
Hubert Davis,23,23,7,396,4.0,11.0,0.364,0.9,3.2,0.28600000000000003,3.1,7.8,0.395,2.1,2.9,0.7190000000000001,0.5,1.5,1.9,2.4,0.5,0.3,2.1,3.9,11.0
Herb Williams,35,19,0,127,3.7,8.8,0.419,0.0,0.0,,3.7,8.8,0.419,0.6,0.9,0.667,2.8,2.8,5.7,0.9,0.9,3.1,2.0,5.4,7.9
Anthony Bonner,25,13,7,118,3.1,6.7,0.455,0.0,0.0,,3.1,6.7,0.455,2.1,4.0,0.5379999999999999,4.6,4.0,8.5,0.6,1.5,0.0,4.0,6.7,8.2
Rolando Blackman,34,6,0,34,3.2,11.6,0.273,2.1,4.2,0.5,1.1,7.4,0.14300000000000002,0.0,0.0,,1.1,2.1,3.2,3.2,0.0,0.0,1.1,6.4,8.5
Corey Gaines,28,4,0,28,0.0,5.1,0.0,0.0,1.3,0.0,0.0,3.9,0.0,0.0,0.0,,0.0,2.6,2.6,2.6,0.0,0.0,0.0,5.1,0.0
