PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shawn Kemp,24,5,5,206,4.5,12.2,0.371,0.0,0.0,,4.5,12.2,0.371,3.8,5.8,0.667,3.5,5.1,8.6,3.0,1.7,2.1,2.4,3.1,12.9
Gary Payton,25,5,5,181,6.8,13.7,0.493,0.6,1.8,0.33299999999999996,6.2,11.9,0.517,1.6,3.8,0.42100000000000004,1.2,2.2,3.4,5.6,1.6,0.4,1.6,3.0,15.7
Detlef Schrempf,31,5,5,174,5.4,10.3,0.52,0.4,1.2,0.33299999999999996,5.0,9.1,0.545,8.1,9.3,0.867,1.7,3.9,5.6,2.1,0.2,0.6,1.7,4.3,19.2
Kendall Gill,25,5,5,153,6.1,14.1,0.433,0.5,2.1,0.222,5.6,12.0,0.47100000000000003,3.1,4.9,0.619,1.6,4.0,5.6,2.4,1.4,0.2,1.4,2.8,15.8
Sam Perkins,32,5,0,141,3.6,10.7,0.33299999999999996,1.5,3.6,0.429,2.0,7.1,0.28600000000000003,3.8,4.3,0.882,1.5,7.7,9.2,1.0,1.0,0.5,1.5,3.8,12.5
Nate McMillan,29,5,0,109,2.6,8.3,0.32,1.3,3.6,0.364,1.3,4.6,0.28600000000000003,0.3,1.3,0.25,2.0,3.3,5.3,3.3,2.0,0.3,1.7,5.9,6.9
Vincent Askew,27,5,0,95,3.8,10.6,0.35700000000000004,0.0,0.4,0.0,3.8,10.2,0.37,6.1,7.2,0.8420000000000001,0.8,1.5,2.3,3.4,0.8,0.0,0.8,3.8,13.6
Michael Cage,32,5,5,93,2.3,6.2,0.375,0.0,0.0,,2.3,6.2,0.375,0.8,2.3,0.33299999999999996,3.9,6.6,10.5,1.5,1.5,1.9,1.2,5.8,5.4
Ricky Pierce,34,5,0,74,6.8,15.1,0.452,0.0,0.0,,6.8,15.1,0.452,5.8,8.3,0.706,1.9,0.5,2.4,1.5,0.5,0.0,4.4,3.9,19.5
Steve Scheffler,26,1,0,9,4.0,4.0,1.0,0.0,0.0,,4.0,4.0,1.0,0.0,8.0,0.0,0.0,12.0,12.0,0.0,4.0,0.0,0.0,4.0,8.0
Ervin Johnson,26,2,0,8,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,4.5,4.5,0.0
Chris King,24,2,0,7,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,5.1,0.0
