PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Derrick McKey,27,16,16,587,3.6,8.7,0.408,0.5,1.5,0.33299999999999996,3.1,7.2,0.424,1.9,2.9,0.66,2.0,4.0,6.0,4.1,1.6,0.6,2.5,3.6,9.5
Dale Davis,24,16,16,578,3.5,6.6,0.528,0.0,0.1,0.0,3.5,6.5,0.5329999999999999,0.7,2.2,0.306,3.9,6.0,9.9,0.7,1.1,1.1,1.9,3.2,7.7
Reggie Miller,28,16,16,576,7.6,16.9,0.44799999999999995,2.2,5.2,0.42200000000000004,5.4,11.7,0.46,5.9,7.0,0.8390000000000001,0.7,2.3,3.0,2.9,1.3,0.2,2.0,2.1,23.2
Haywoode Workman,28,16,15,511,3.2,9.2,0.344,0.4,1.5,0.28600000000000003,2.7,7.7,0.355,2.3,2.7,0.8420000000000001,0.8,2.8,3.6,7.9,2.0,0.1,2.7,2.8,9.0
Rik Smits,27,16,16,450,8.2,17.4,0.47200000000000003,0.0,0.0,,8.2,17.4,0.47200000000000003,4.0,5.0,0.8059999999999999,1.8,4.9,6.7,2.5,0.8,0.7,3.4,5.1,20.5
Antonio Davis,25,16,0,401,4.3,8.0,0.539,0.1,0.1,1.0,4.2,7.9,0.534,3.4,6.1,0.5589999999999999,3.3,6.2,9.5,0.6,1.0,1.6,2.0,4.2,12.1
Vern Fleming,31,16,1,247,5.7,11.1,0.513,0.0,0.7,0.0,5.7,10.3,0.5489999999999999,2.5,2.9,0.85,1.7,1.3,3.1,5.5,1.5,0.1,3.2,3.9,13.8
Byron Scott,32,16,0,239,5.7,14.5,0.396,1.4,2.9,0.474,4.4,11.6,0.377,6.0,7.7,0.784,1.5,3.5,5.0,3.0,1.8,0.3,3.8,3.3,18.8
Sam Mitchell,30,15,0,99,3.3,9.5,0.34600000000000003,0.0,0.4,0.0,3.3,9.1,0.36,1.1,1.5,0.75,1.8,4.4,6.2,1.8,0.7,0.7,1.5,8.0,7.6
Kenny Williams,24,12,0,91,3.6,9.9,0.36,0.0,0.0,,3.6,9.9,0.36,0.8,0.8,1.0,2.4,4.4,6.7,2.0,2.0,1.2,2.0,7.1,7.9
LaSalle Thompson,32,7,0,39,3.7,10.2,0.364,0.0,0.0,,3.7,10.2,0.364,1.8,2.8,0.667,2.8,6.5,9.2,4.6,2.8,0.9,3.7,8.3,9.2
Lester Conner,34,6,0,22,3.3,8.2,0.4,0.0,0.0,,3.3,8.2,0.4,3.3,3.3,1.0,1.6,4.9,6.5,0.0,1.6,0.0,0.0,3.3,9.8
