PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Clyde Drexler,31,4,4,157,7.1,16.7,0.425,0.7,3.0,0.231,6.4,13.8,0.467,4.4,5.3,0.826,2.3,7.1,9.4,5.0,1.8,0.5,2.1,1.6,19.3
Rod Strickland,27,4,4,154,8.4,16.8,0.5,0.0,0.2,0.0,8.4,16.6,0.507,5.1,6.3,0.815,0.7,3.0,3.7,9.1,0.9,0.5,2.3,3.0,22.0
Clifford Robinson,27,4,4,149,6.8,16.4,0.41200000000000003,0.5,2.2,0.222,6.3,14.3,0.441,1.7,1.9,0.875,2.7,3.4,6.0,2.4,0.7,1.4,2.7,3.1,15.7
Buck Williams,33,4,4,125,5.5,8.1,0.679,0.0,0.0,,5.5,8.1,0.679,3.7,4.3,0.867,4.0,6.0,10.1,0.6,1.2,0.6,2.3,3.2,14.7
Chris Dudley,28,4,2,81,1.8,4.4,0.4,0.0,0.0,,1.8,4.4,0.4,0.4,0.9,0.5,2.2,4.4,6.7,0.0,2.7,0.0,0.4,7.1,4.0
Harvey Grant,28,4,1,76,8.1,15.6,0.515,0.0,0.0,,8.1,15.6,0.515,0.0,0.0,,2.4,1.9,4.3,1.4,0.5,0.9,0.5,0.9,16.1
Terry Porter,30,4,0,76,5.7,16.6,0.34299999999999997,2.8,6.6,0.429,2.8,9.9,0.28600000000000003,5.2,6.6,0.7859999999999999,0.5,5.2,5.7,4.3,1.9,0.0,0.9,1.4,19.4
Mark Bryant,28,4,1,64,2.8,9.6,0.294,0.0,1.1,0.0,2.8,8.4,0.33299999999999996,0.0,0.0,,3.4,3.4,6.8,1.1,1.1,1.1,1.7,3.9,5.6
Jerome Kersey,31,3,0,38,4.7,15.2,0.313,0.0,0.0,,4.7,15.2,0.313,0.9,4.7,0.2,4.7,3.8,8.5,0.0,0.9,0.9,0.0,4.7,10.4
James Robinson,23,4,0,28,5.1,12.9,0.4,1.3,2.6,0.5,3.9,10.3,0.375,1.3,2.6,0.5,2.6,1.3,3.9,7.7,1.3,1.3,0.0,2.6,12.9
Tracy Murray,22,2,0,11,9.8,19.6,0.5,0.0,3.3,0.0,9.8,16.4,0.6,0.0,0.0,,9.8,0.0,9.8,3.3,3.3,0.0,0.0,9.8,19.6
Jaren Jackson,26,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
