Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2005,29,1364,UTA,Utah Jazz,Kris Humphries,1985-02-06,19.0,NBA,PF,67.0,4.0,873.0,7.2,17.9,0.4,0.1,0.4,0.33,7.1,17.5,0.41,2.7,6.3,0.44,4.5,7.7,12.3,2.7,1.6,1.1,3.2,6.0,17.3,88.0,108.0
2006,29,1364,UTA,Utah Jazz,Kris Humphries,1985-02-06,20.0,NBA,PF,62.0,2.0,619.0,6.8,17.9,0.38,0.0,0.4,0.0,6.8,17.5,0.39,3.0,5.7,0.52,4.9,8.9,13.9,2.6,2.0,1.4,2.7,7.2,16.6,90.0,104.0
2007,28,1364,TOR,Toronto Raptors,Kris Humphries,1985-02-06,21.0,NBA,PF,60.0,2.0,670.0,6.7,14.3,0.47,0.0,0.0,,6.7,14.3,0.47,4.1,6.1,0.67,6.0,8.4,14.5,1.4,1.1,1.6,2.5,7.6,17.6,107.0,105.0
2008,28,1364,TOR,Toronto Raptors,Kris Humphries,1985-02-06,22.0,NBA,PF,70.0,0.0,925.0,9.3,19.2,0.48,0.0,0.1,0.0,9.3,19.0,0.49,4.3,7.1,0.6,5.2,9.7,14.9,1.6,1.4,1.6,2.7,6.2,22.8,103.0,105.0
2009,28,1364,TOR,Toronto Raptors,Kris Humphries,1985-02-06,23.0,NBA,SF,29.0,0.0,265.0,7.5,17.7,0.42,0.0,0.0,,7.5,17.7,0.42,7.5,9.5,0.79,4.7,9.1,13.8,2.0,1.6,1.2,1.6,6.1,22.4,112.0,108.0
2010,31,1364,TOT,Total After Trade,Kris Humphries,1985-02-06,24.0,NBA,PF,69.0,0.0,1221.0,7.7,17.5,0.44,0.0,0.0,0.0,7.7,17.5,0.44,5.4,8.1,0.67,5.1,11.1,16.2,1.4,1.5,2.1,2.8,6.2,20.9,101.0,105.0
2010,7,1364,DAL,Dallas Mavericks,Kris Humphries,1985-02-06,24.0,NBA,PF,25.0,0.0,315.0,8.7,18.9,0.46,0.0,0.0,,8.7,18.9,0.46,4.1,7.2,0.57,6.3,9.4,15.7,1.2,1.2,1.8,2.1,7.1,21.6,104.0,105.0
2010,3,1364,NJN,New Jersey Nets,Kris Humphries,1985-02-06,24.0,NBA,PF,44.0,0.0,906.0,7.4,17.0,0.43,0.0,0.1,0.0,7.4,16.9,0.44,5.9,8.5,0.7,4.8,11.7,16.4,1.4,1.7,2.1,3.1,5.9,20.6,100.0,106.0
2011,3,1364,NJN,New Jersey Nets,Kris Humphries,1985-02-06,25.0,NBA,PF,74.0,44.0,2061.0,8.0,15.1,0.53,0.0,0.0,0.0,8.0,15.1,0.53,3.3,4.9,0.66,5.8,14.1,20.0,2.2,0.9,2.1,2.7,4.4,19.2,111.0,105.0
2012,3,1364,NJN,New Jersey Nets,Kris Humphries,1985-02-06,26.0,NBA,PF,62.0,62.0,2162.0,8.0,16.5,0.48,0.0,0.0,,8.0,16.5,0.48,5.1,6.8,0.75,5.7,11.0,16.8,2.2,1.2,1.8,2.9,4.3,21.1,110.0,106.0
2013,3,1364,BRK,Brooklyn Nets,Kris Humphries,1985-02-06,27.0,NBA,PF,65.0,21.0,1191.0,6.3,14.1,0.45,0.0,0.1,0.0,6.3,14.0,0.45,4.4,5.6,0.79,5.7,10.9,16.6,1.5,0.7,1.5,2.6,5.8,17.0,109.0,105.0
2014,2,1364,BOS,Boston Celtics,Kris Humphries,1985-02-06,28.0,NBA,PF,69.0,30.0,1376.0,8.6,17.2,0.5,0.0,0.1,0.0,8.6,17.2,0.5,4.4,5.4,0.81,4.7,10.5,15.3,2.5,1.2,2.3,2.4,5.1,21.6,113.0,105.0
2015,30,1364,WAS,Washington Wizards,Kris Humphries,1985-02-06,29.0,NBA,PF,64.0,17.0,1345.0,8.0,17.0,0.47,0.0,0.3,0.0,8.0,16.7,0.48,3.3,4.5,0.74,4.5,11.4,15.8,2.2,1.3,1.0,1.8,5.0,19.4,108.0,101.0
2016,31,1364,TOT,Total After Trade,Kris Humphries,1985-02-06,30.0,NBA,PF,53.0,17.0,835.0,7.1,17.3,0.41,2.0,6.3,0.32,5.1,11.0,0.46,3.9,4.9,0.8,3.3,9.4,12.8,2.1,0.9,1.3,2.2,5.5,20.1,104.0,104.0
2016,30,1364,WAS,Washington Wizards,Kris Humphries,1985-02-06,30.0,NBA,PF,28.0,14.0,466.0,6.7,16.5,0.4,2.4,7.0,0.34,4.3,9.5,0.45,3.0,3.2,0.94,2.7,9.3,12.0,1.7,0.3,1.5,2.1,4.4,18.8,103.0,107.0
2016,24,1364,PHO,Phoenix Suns,Kris Humphries,1985-02-06,30.0,NBA,PF,4.0,3.0,74.0,6.6,23.7,0.28,2.0,6.6,0.3,4.6,17.1,0.27,4.0,5.3,0.75,7.2,13.8,21.1,4.6,2.0,1.3,2.6,5.3,19.1,91.0,104.0
2016,1,1364,ATL,Atlanta Hawks,Kris Humphries,1985-02-06,30.0,NBA,PF,21.0,0.0,295.0,7.9,16.9,0.46,1.3,5.2,0.26,6.5,11.7,0.56,5.4,7.5,0.71,3.4,8.5,11.9,2.2,1.7,1.2,2.3,7.4,22.4,108.0,101.0
2017,1,1364,ATL,Atlanta Hawks,Kris Humphries,1985-02-06,31.0,NBA,PF,56.0,4.0,689.0,6.2,15.3,0.41,1.4,3.9,0.35,4.9,11.4,0.42,4.6,5.9,0.78,4.3,10.4,14.7,2.1,1.1,1.5,2.0,4.9,18.4,108.0,104.0
